postcode,num_streets,RenewalsOrAcq,collection_amount,donation_amount,total_received,age,weekends,profitable
2041,1,Acq,312,0,312,61,4,1
2041,9,Acq,245,0,245,,4,1
2041,1,Renewals,237.5,0,237.5,,4,1
2041,9,Acq,210,0,210,71,4,1
2041,9,Acq,201,0,201,,4,1
2041,1,Acq,200.8,0,200.8,68,4,1
2041,1,Renewals,163.4,0,163.4,,4,1
2041,9,Acq,158.3,0,158.3,74,4,1
2041,1,Renewals,154,0,154,54,4,1
2041,1,Acq,145,0,145,69,4,1
2041,9,Acq,143,0,143,64,4,1
2041,1,Acq,132,0,132,,4,1
2041,2,Acq,110,20,130,66,4,1
2041,1,Renewals,115,15,130,70,4,1
2041,9,Acq,123,0,123,,4,1
2041,1,Acq,120,0,120,,4,1
2041,2,Acq,118,0,118,54,4,1
2041,9,Acq,103.5,0,103.5,,4,1
2041,1,Acq,102,0,102,64,4,1
2041,1,Acq,100,0,100,51,4,1
2041,1,Acq,80,0,80,,4,1
2041,1,Acq,80,0,80,,4,1
2041,9,Acq,77.5,0,77.5,,4,1
2041,1,Renewals,60,0,60,76,4,0
2041,1,Renewals,60,0,60,,4,0
2041,1,Acq,57,0,57,59,4,0
2041,1,Renewals,32.1,20,52.1,,4,0
2041,1,Acq,44,0,44,77,4,0
2041,9,Acq,20,10,30,90,4,0
2041,9,Acq,20,0,20,,4,0
2041,2,Acq,10,0,10,46,4,0
2042,1,Renewals,165.9,0,165.9,48,4,1
2042,1,Renewals,125,0,125,49,4,1
2042,9,Acq,100,0,100,52,4,1
2042,1,Renewals,90,0,90,,4,1
2042,1,Acq,87,0,87,67,4,1
2042,9,Acq,39,0,39,60,4,0
2042,1,Acq,36,0,36,,4,0
2042,1,Renewals,32,0,32,73,4,0
2042,1,Renewals,30,0,30,54,4,0
2042,1,Acq,0,15,15,71,4,0
2043,3,Acq,71,0,71,58,4,0
2043,1,Renewals,33,0,33,79,4,0
2044,2,Renewals,217.15,0,217.15,,4,1
2044,1,Acq,174.9,0,174.9,66,4,1
2044,1,Renewals,100,0,100,53,4,1
2044,1,Acq,89,0,89,,4,1
2044,1,Renewals,75.7,0,75.7,51,4,1
2044,1,Acq,71,0,71,,4,0
2044,1,Renewals,67,0,67,55,4,0
2044,1,Renewals,59,0,59,63,4,0
2044,1,Acq,50,0,50,63,4,0
2044,1,Acq,20,5,25,57,4,0
2045,1,Renewals,338.2,0,338.2,,4,1
2045,1,Renewals,170,0,170,69,4,1
2045,1,Renewals,170,0,170,77,4,1
2045,1,Acq,159,0,159,49,4,1
2045,1,Acq,104,46,150,52,4,1
2045,1,Renewals,105,0,105,67,4,1
2045,1,Renewals,100,0,100,,4,1
2045,9,Acq,88.5,0,88.5,,4,1
2045,1,Renewals,48,0,48,77,4,0
2045,9,Acq,44,0,44,18,4,0
2045,1,Renewals,32.8,5,37.8,26,4,0
2045,1,Acq,35,0,35,,4,0
2045,1,Acq,0,25,25,82,4,0
2045,1,Acq,0,20,20,26,4,0
2046,1,Acq,325,175,500,60,4,1
2046,1,Renewals,399.5,0,399.5,69,4,1
2046,9,Acq,355.15,0,355.15,,4,1
2046,1,Renewals,241,0,241,75,4,1
2046,1,Acq,217.55,0,217.55,,4,1
2046,9,Acq,200,0,200,67,4,1
2046,9,Acq,182,0,182,,4,1
2046,1,Renewals,177,0,177,81,4,1
2046,1,Renewals,174,0,174,80,4,1
2046,1,Acq,171.65,0,171.65,65,4,1
2046,1,Renewals,167,0,167,75,4,1
2046,1,Renewals,160,0,160,,4,1
2046,1,Renewals,156,0,156,71,4,1
2046,9,Acq,150,0,150,,4,1
2046,1,Acq,150,0,150,,4,1
2046,2,Acq,150,0,150,66,4,1
2046,1,Acq,150,0,150,,4,1
2046,1,Acq,149,0,149,,4,1
2046,1,Renewals,144.25,0,144.25,,4,1
2046,1,Renewals,120,0,120,,4,1
2046,1,Acq,115.8,0,115.8,74,4,1
2046,9,Acq,115,0,115,,4,1
2046,2,Renewals,115,0,115,51,4,1
2046,1,Acq,100,0,100,56,4,1
2046,1,Acq,100,0,100,61,4,1
2046,1,Acq,100,0,100,,4,1
2046,9,Acq,100,0,100,,4,1
2046,1,Renewals,100,0,100,69,4,1
2046,1,Renewals,0,100,100,76,4,1
2046,1,Acq,47,50,97,,4,1
2046,1,Acq,47,50,97,,4,1
2046,1,Renewals,93,0,93,,4,1
2046,9,Acq,62,0,62,,4,0
2046,9,Acq,60,0,60,,4,0
2046,1,Renewals,60,0,60,56,4,0
2046,1,Renewals,55,0,55,,4,0
2046,1,Acq,53,0,53,74,4,0
2046,1,Renewals,50,0,50,74,4,0
2046,3,Renewals,47,0,47,62,4,0
2046,1,Renewals,40,0,40,,4,0
2046,1,Acq,38,0,38,70,4,0
2046,9,Acq,35,0,35,,4,0
2046,1,Renewals,30,0,30,53,4,0
2046,1,Acq,25,0,25,76,4,0
2046,1,Acq,25,0,25,,4,0
2046,1,Renewals,22,0,22,,4,0
2046,9,Acq,20,0,20,40,4,0
2046,9,Acq,20,0,20,17,4,0
2046,1,Acq,19,0,19,,4,0
2046,10,Acq,15.2,0,15.2,40,4,0
2046,1,Acq,0,15,15,18,4,0
2046,1,Acq,-47,-50,-97,,4,0
2047,1,Renewals,200,0,200,,4,1
2047,1,Renewals,135,10,145,,4,1
2047,1,Acq,124,0,124,,4,1
2047,9,Acq,119.5,0,119.5,,4,1
2047,9,Acq,110,0,110,20,4,1
2047,1,Acq,0,100,100,,4,1
2047,1,Renewals,60,0,60,54,4,0
2047,1,Renewals,50,0,50,27,4,0
2047,9,Acq,30,0,30,,4,0
2047,9,Acq,25,0,25,,4,0
2047,1,Acq,0,25,25,70,4,0
2047,9,Acq,15,5,20,36,4,0
2047,1,Acq,20,0,20,45,4,0
2047,1,Acq,20,0,20,,4,0
2047,1,Acq,0,10,10,,4,0
2048,9,Acq,110,100,210,,4,1
2048,1,Acq,129.5,0,129.5,61,4,1
2048,9,Acq,100,0,100,,4,1
2048,1,Acq,80,0,80,70,4,1
2048,9,Acq,0,20,20,,4,0
2049,1,Acq,1100,0,1100,71,4,1
2049,1,Renewals,631.6,0,631.6,,4,1
2049,1,Renewals,181,0,181,,4,1
2049,1,Renewals,169,0,169,,4,1
2049,1,Renewals,137.55,20,157.55,67,4,1
2049,1,Renewals,153.55,0,153.55,50,4,1
2049,1,Acq,110,0,110,64,4,1
2049,1,Renewals,100,0,100,83,4,1
2049,1,Acq,94.5,0,94.5,62,4,1
2049,1,Renewals,67,0,67,,4,0
2049,9,Acq,10,0,10,,4,0
2050,9,Acq,98,60,158,,4,1
2050,9,Acq,80.4,0,80.4,45,4,1
2050,9,Acq,50,0,50,,4,0
2050,1,Renewals,20,0,20,76,4,0
2060,1,Acq,395,0,395,,4,1
2060,1,Renewals,338,0,338,71,4,1
2060,1,Acq,279,0,279,58,4,1
2060,1,Acq,0,200,200,66,4,1
2060,1,Acq,200,0,200,,4,1
2060,1,Acq,187.15,0,187.15,,4,1
2060,9,Acq,165,0,165,,4,1
2060,1,Acq,150,0,150,,4,1
2060,1,Acq,145,0,145,,4,1
2060,2,Renewals,144.45,0,144.45,,4,1
2060,9,Acq,140,0,140,,4,1
2060,1,Acq,135,0,135,,4,1
2060,9,Acq,110,0,110,,4,1
2060,9,Acq,105,0,105,,4,1
2060,1,Acq,103,0,103,58,4,1
2060,9,Acq,64,25,89,,4,1
2060,9,Acq,81.1,0,81.1,,4,1
2060,9,Acq,71.45,0,71.45,,4,0
2060,1,Renewals,60,0,60,,4,0
2060,1,Acq,0,50,50,,4,0
2060,9,Acq,47,0,47,,4,0
2060,1,Acq,25,0,25,,4,0
2061,9,Acq,84,0,84,,4,1
2061,1,Renewals,50,0,50,,4,0
2061,1,Renewals,50,0,50,,4,0
2062,1,Renewals,390,0,390,,4,1
2062,1,Acq,197,10,207,,4,1
2062,1,Renewals,130,0,130,,4,1
2062,1,Renewals,105,0,105,,4,1
2062,1,Acq,100,0,100,,4,1
2062,9,Acq,90,0,90,65,4,1
2062,1,Acq,61,25,86,56,4,1
2062,9,Acq,62,0,62,55,4,0
2062,1,Acq,50,0,50,,4,0
2063,2,Acq,360,0,360,,4,1
2063,2,Renewals,294,0,294,72,4,1
2063,2,Renewals,239,0,239,64,4,1
2063,1,Acq,200,0,200,,4,1
2063,1,Renewals,0,200,200,,4,1
2063,1,Acq,185,0,185,77,4,1
2063,1,Renewals,165,10,175,74,4,1
2063,2,Renewals,95.2,54.8,150,,4,1
2063,1,Renewals,128.05,0,128.05,69,4,1
2063,9,Acq,105,0,105,,4,1
2063,1,Acq,105,0,105,62,4,1
2063,9,Acq,100,0,100,,4,1
2063,1,Acq,95,0,95,62,4,1
2063,1,Acq,75,20,95,62,4,1
2063,1,Acq,90,0,90,79,4,1
2063,1,Acq,90,0,90,,4,1
2063,9,Acq,77,0,77,71,4,1
2063,9,Acq,74,0,74,,4,0
2063,1,Acq,70,0,70,68,4,0
2063,2,Renewals,57,0,57,,4,0
2063,1,Acq,30,0,30,,4,0
2063,1,Acq,-75,-20,-95,62,4,0
2064,1,Renewals,720,0,720,,4,1
2064,1,Renewals,400,0,400,,4,1
2064,10,Acq,370.7,0,370.7,,4,1
2064,1,Acq,200,0,200,,4,1
2064,1,Renewals,175,0,175,,4,1
2064,1,Acq,160,0,160,83,4,1
2064,1,Acq,122,0,122,,4,1
2064,1,Acq,117,0,117,,4,1
2064,1,Acq,105,0,105,53,4,1
2064,1,Acq,0,100,100,72,4,1
2064,1,Acq,0,100,100,72,4,1
2064,1,Renewals,0,100,100,,4,1
2064,1,Acq,77,0,77,50,4,1
2064,1,Acq,60,0,60,18,4,0
2064,1,Acq,50,0,50,,4,0
2064,1,Acq,0,-100,-100,72,4,0
2065,1,Renewals,420,0,420,74,4,1
2065,1,Renewals,375,0,375,,4,1
2065,1,Acq,270,0,270,,4,1
2065,1,Acq,225,0,225,92,4,1
2065,1,Acq,210,0,210,,4,1
2065,1,Renewals,201.35,0,201.35,,4,1
2065,1,Renewals,195,0,195,,4,1
2065,9,Acq,125,50,175,,4,1
2065,9,Acq,160,0,160,,4,1
2065,1,Renewals,153,0,153,,4,1
2065,1,Renewals,141,0,141,,4,1
2065,1,Renewals,127,0,127,71,4,1
2065,1,Renewals,114.5,0,114.5,50,4,1
2065,1,Renewals,105,0,105,,4,1
2065,9,Acq,101,0,101,,4,1
2065,1,Acq,0,100,100,64,4,1
2065,9,Acq,100,0,100,47,4,1
2065,1,Renewals,100,0,100,62,4,1
2065,1,Acq,85,0,85,46,4,1
2065,1,Acq,80.6,0,80.6,,4,1
2065,1,Renewals,80,0,80,,4,1
2065,1,Renewals,74.95,0,74.95,70,4,0
2065,1,Acq,71,0,71,64,4,0
2065,9,Acq,69,0,69,57,4,0
2065,9,Acq,63,0,63,60,4,0
2065,1,Acq,60,0,60,39,4,0
2065,1,Renewals,60,0,60,72,4,0
2065,9,Acq,0,50,50,,4,0
2065,1,Acq,0,50,50,,4,0
2065,9,Acq,38.5,0,38.5,,4,0
2065,1,Acq,0,25,25,,4,0
2065,1,Acq,0,20,20,72,4,0
2066,10,Acq,430,0,430,,4,1
2066,1,Acq,335,0,335,78,4,1
2066,1,Acq,225,75,300,73,4,1
2066,1,Acq,278.7,0,278.7,,4,1
2066,1,Renewals,250,0,250,73,4,1
2066,9,Acq,141,100,241,75,4,1
2066,1,Renewals,225.8,0,225.8,68,4,1
2066,1,Renewals,215,0,215,,4,1
2066,1,Acq,201,0,201,,4,1
2066,9,Acq,0,200,200,,4,1
2066,1,Acq,200,0,200,,4,1
2066,1,Renewals,183,0,183,68,4,1
2066,10,Acq,175,0,175,59,4,1
2066,1,Acq,160.6,0,160.6,78,4,1
2066,1,Renewals,160,0,160,70,4,1
2066,9,Acq,150,0,150,52,4,1
2066,1,Renewals,145,0,145,47,4,1
2066,1,Renewals,138.5,0,138.5,88,4,1
2066,10,Acq,137,0,137,75,4,1
2066,1,Renewals,135,0,135,,4,1
2066,9,Acq,123,0,123,,4,1
2066,1,Renewals,120,0,120,,4,1
2066,9,Acq,113,5,118,,4,1
2066,1,Renewals,117,0,117,66,4,1
2066,1,Acq,110,0,110,,4,1
2066,9,Acq,109,0,109,,4,1
2066,1,Acq,100.05,0,100.05,74,4,1
2066,1,Acq,100,0,100,35,4,1
2066,1,Acq,86,14,100,,4,1
2066,1,Acq,70,30,100,,4,1
2066,1,Acq,100,0,100,,4,1
2066,1,Acq,100,0,100,,4,1
2066,1,Renewals,85,15,100,,4,1
2066,1,Renewals,100,0,100,,4,1
2066,1,Acq,90,0,90,,4,1
2066,1,Renewals,81,0,81,61,4,1
2066,1,Renewals,74,0,74,,4,0
2066,1,Acq,60,10,70,,4,0
2066,1,Acq,67.5,0,67.5,,4,0
2066,1,Renewals,65.1,0,65.1,,4,0
2066,1,Renewals,60,0,60,,4,0
2066,9,Acq,50,0,50,,4,0
2066,1,Acq,50,0,50,,4,0
2066,1,Acq,50,0,50,68,4,0
2066,1,Renewals,50,0,50,87,4,0
2066,1,Acq,49,0,49,43,4,0
2066,9,Acq,43,0,43,49,4,0
2066,1,Renewals,40,0,40,20,4,0
2066,1,Renewals,0,40,40,,4,0
2066,1,Renewals,40,0,40,,4,0
2066,1,Acq,30,0,30,57,4,0
2066,1,Renewals,12,0,12,34,4,0
2067,1,Renewals,400,0,400,79,4,1
2067,1,Acq,300,0,300,,4,1
2067,9,Acq,255,0,255,,4,1
2067,1,Acq,245,0,245,,4,1
2067,1,Renewals,200,0,200,,4,1
2067,1,Renewals,174,0,174,77,4,1
2067,9,Acq,153,0,153,69,4,1
2067,1,Acq,120,0,120,,4,1
2067,10,Acq,110,0,110,,4,1
2067,1,Renewals,107,0,107,,4,1
2067,1,Acq,102,0,102,,4,1
2067,9,Acq,100,0,100,,4,1
2067,9,Acq,0,100,100,,4,1
2067,9,Acq,98,0,98,63,4,1
2067,9,Acq,85.5,0,85.5,,4,1
2067,1,Renewals,82,0,82,,4,1
2067,9,Acq,80,0,80,52,4,1
2067,1,Acq,80,0,80,,4,1
2067,1,Acq,70,0,70,,4,0
2067,1,Renewals,60,0,60,,4,0
2067,9,Acq,48,7,55,55,4,0
2067,9,Acq,25,0,25,,4,0
2067,9,Acq,15,0,15,,4,0
2068,1,Renewals,360,0,360,80,4,1
2068,2,Renewals,285,0,285,73,4,1
2068,1,Renewals,245.4,0,245.4,47,4,1
2068,1,Acq,243,0,243,,4,1
2068,1,Acq,239,0,239,74,4,1
2068,1,Renewals,205,0,205,82,4,1
2068,9,Acq,186,0,186,62,4,1
2068,9,Acq,180,0,180,,4,1
2068,1,Renewals,170,0,170,,4,1
2068,1,Acq,0,150,150,,4,1
2068,1,Renewals,149,0,149,,4,1
2068,1,Renewals,145,0,145,75,4,1
2068,9,Acq,136,0,136,,4,1
2068,1,Renewals,133,0,133,74,4,1
2068,2,Renewals,121,0,121,,4,1
2068,1,Acq,110,0,110,,4,1
2068,1,Renewals,110,0,110,58,4,1
2068,1,Acq,100,0,100,,4,1
2068,1,Renewals,0,100,100,,4,1
2068,1,Renewals,0,100,100,68,4,1
2068,1,Renewals,87,0,87,57,4,1
2068,1,Acq,80,0,80,69,4,1
2068,1,Renewals,74.5,0,74.5,,4,0
2068,1,Acq,74,0,74,48,4,0
2068,1,Acq,67.7,0,67.7,17,4,0
2068,9,Acq,64,0,64,69,4,0
2068,1,Acq,59,0,59,73,4,0
2068,1,Acq,53.25,0,53.25,,4,0
2068,1,Acq,50,0,50,45,4,0
2068,1,Acq,50,0,50,,4,0
2068,9,Acq,50,0,50,61,4,0
2068,9,Acq,0,50,50,,4,0
2068,1,Renewals,50,0,50,54,4,0
2068,9,Acq,40,0,40,46,4,0
2068,1,Renewals,37,0,37,,4,0
2068,1,Renewals,30,0,30,,4,0
2069,1,Acq,250,50,300,61,4,1
2069,1,Renewals,250,0,250,51,4,1
2069,2,Renewals,250,0,250,,4,1
2069,1,Renewals,250,0,250,,4,1
2069,1,Renewals,229,0,229,67,4,1
2069,1,Acq,228,0,228,,4,1
2069,9,Acq,222,0,222,,4,1
2069,1,Acq,200,0,200,70,4,1
2069,1,Acq,175.5,0,175.5,,4,1
2069,1,Renewals,170,0,170,79,4,1
2069,1,Renewals,160,0,160,,4,1
2069,1,Renewals,159,0,159,66,4,1
2069,2,Renewals,142,0,142,70,4,1
2069,1,Renewals,130,0,130,,4,1
2069,3,Acq,105,0,105,57,4,1
2069,1,Renewals,100,0,100,,4,1
2069,11,Acq,86,0,86,43,4,1
2069,1,Acq,80,0,80,45,4,1
2069,9,Acq,79,0,79,,4,1
2069,1,Renewals,75,0,75,,4,0
2069,1,Acq,70,0,70,,4,0
2069,9,Acq,65,0,65,,4,0
2069,1,Renewals,65,0,65,56,4,0
2069,9,Acq,50,0,50,60,4,0
2069,1,Acq,15,35,50,69,4,0
2069,1,Acq,50,0,50,,4,0
2069,1,Acq,50,0,50,,4,0
2069,9,Acq,50,0,50,,4,0
2069,9,Acq,50,0,50,,4,0
2069,1,Renewals,50,0,50,,4,0
2069,9,Acq,45,0,45,,4,0
2069,9,Acq,30,0,30,,4,0
2069,1,Renewals,30,0,30,,4,0
2069,11,Acq,0,25,25,,4,0
2069,1,Renewals,4,20,24,,4,0
2069,1,Acq,22,0,22,,4,0
2069,1,Renewals,22,0,22,,4,0
2069,1,Renewals,20,0,20,,4,0
2070,1,Acq,315,0,315,40,4,1
2070,9,Renewals,250,0,250,,4,1
2070,9,Acq,230,0,230,,4,1
2070,9,Acq,192,0,192,,4,1
2070,1,Acq,175.2,0,175.2,,4,1
2070,1,Renewals,170,0,170,74,4,1
2070,1,Renewals,164,0,164,,4,1
2070,1,Renewals,159,0,159,49,4,1
2070,1,Acq,151,0,151,71,4,1
2070,1,Renewals,150,0,150,47,4,1
2070,1,Renewals,147,0,147,47,4,1
2070,1,Acq,140.25,0,140.25,75,4,1
2070,2,Renewals,130,0,130,,4,1
2070,1,Renewals,120,0,120,72,4,1
2070,9,Acq,103,0,103,,4,1
2070,1,Acq,100,0,100,,4,1
2070,1,Acq,100,0,100,,4,1
2070,1,Renewals,100,0,100,64,4,1
2070,1,Acq,95,0,95,74,4,1
2070,1,Renewals,81.3,0,81.3,25,4,1
2070,1,Renewals,70,0,70,57,4,0
2070,1,Acq,66.5,0,66.5,,4,0
2070,10,Acq,65,0,65,59,4,0
2070,1,Renewals,60,0,60,,4,0
2070,1,Acq,58.8,0,58.8,,4,0
2070,1,Renewals,55,0,55,67,4,0
2070,9,Acq,50,0,50,61,4,0
2070,1,Acq,0,50,50,79,4,0
2070,9,Acq,45,0,45,54,4,0
2070,1,Renewals,35,0,35,,4,0
2070,1,Acq,0,25,25,84,4,0
2070,1,Acq,23,0,23,18,4,0
2070,1,Acq,16.25,0,16.25,,4,0
2071,1,Acq,390,0,390,,4,1
2071,1,Acq,260,0,260,63,4,1
2071,1,Renewals,250,0,250,78,4,1
2071,1,Acq,220.3,0,220.3,,4,1
2071,2,Acq,182,28,210,,4,1
2071,1,Renewals,155,0,155,,4,1
2071,9,Acq,150,0,150,,4,1
2071,1,Acq,140,0,140,76,4,1
2071,1,Acq,133,0,133,53,4,1
2071,1,Renewals,131,0,131,,4,1
2071,9,Acq,128,0,128,76,4,1
2071,1,Acq,115,0,115,,4,1
2071,2,Acq,108,0,108,,4,1
2071,1,Acq,104,0,104,,4,1
2071,1,Acq,100,0,100,72,4,1
2071,1,Acq,100,0,100,,4,1
2071,1,Acq,100,0,100,,4,1
2071,1,Renewals,100,0,100,72,4,1
2071,1,Renewals,100,0,100,68,4,1
2071,9,Acq,97,0,97,80,4,1
2071,1,Acq,91,0,91,69,4,1
2071,1,Acq,90,0,90,55,4,1
2071,1,Renewals,89,0,89,,4,1
2071,1,Renewals,86,0,86,,4,1
2071,9,Acq,83.5,0,83.5,0,4,1
2071,9,Acq,0,50,50,66,4,0
2071,1,Renewals,45,0,45,,4,0
2071,1,Acq,40,0,40,,4,0
2071,10,Acq,33.5,0,33.5,73,4,0
2072,1,Acq,124,200,324,,4,1
2072,1,Acq,200,0,200,,4,1
2072,1,Acq,0,200,200,,4,1
2072,1,Renewals,200,0,200,,4,1
2072,1,Renewals,181.1,0,181.1,78,4,1
2072,1,Acq,164,0,164,86,4,1
2072,2,Acq,144,0,144,,4,1
2072,1,Renewals,125,0,125,,4,1
2072,1,Acq,123.1,0,123.1,,4,1
2072,10,Acq,115,0,115,23,4,1
2072,1,Acq,107,0,107,,4,1
2072,1,Acq,0,100,100,,4,1
2072,1,Renewals,100,0,100,65,4,1
2072,1,Acq,60,20,80,,4,1
2072,1,Acq,55,0,55,71,4,0
2072,1,Acq,50,0,50,79,4,0
2072,1,Renewals,10,25,35,20,4,0
2072,1,Acq,30,0,30,,4,0
2072,1,Acq,25,0,25,,4,0
2072,1,Renewals,25,0,25,,4,0
2072,9,Acq,20,0,20,,4,0
2073,1,Acq,452,0,452,68,4,1
2073,1,Renewals,300,0,300,,4,1
2073,1,Acq,281,0,281,,4,1
2073,2,Acq,230.45,0,230.45,,4,1
2073,1,Renewals,227.05,0,227.05,,4,1
2073,1,Renewals,215,0,215,85,4,1
2073,1,Acq,202,0,202,57,4,1
2073,1,Renewals,152,0,152,,4,1
2073,1,Acq,150,0,150,,4,1
2073,1,Renewals,78,72,150,#ME?,4,1
2073,1,Acq,145.25,0,145.25,0,4,1
2073,1,Renewals,134,6,140,72,4,1
2073,1,Renewals,135,0,135,65,4,1
2073,1,Renewals,115,0,115,80,4,1
2073,1,Acq,112,0,112,57,4,1
2073,1,Renewals,112,0,112,,4,1
2073,1,Acq,110,0,110,67,4,1
2073,1,Acq,110,0,110,57,4,1
2073,1,Acq,110,0,110,,4,1
2073,1,Renewals,110,0,110,,4,1
2073,1,Renewals,108,0,108,,4,1
2073,1,Acq,105,0,105,,4,1
2073,1,Renewals,103.1,0,103.1,,4,1
2073,10,Acq,102.8,0,102.8,65,4,1
2073,9,Acq,102,0,102,79,4,1
2073,1,Acq,0,100,100,,4,1
2073,1,Acq,0,100,100,76,4,1
2073,3,Renewals,100,0,100,71,4,1
2073,1,Renewals,95,0,95,,4,1
2073,1,Acq,88,0,88,69,4,1
2073,1,Acq,87,0,87,,4,1
2073,9,Acq,84,0,84,,4,1
2073,9,Acq,77,0,77,,4,1
2073,1,Acq,72,0,72,,4,0
2073,10,Acq,70,0,70,56,4,0
2073,1,Renewals,50,10,60,66,4,0
2073,1,Acq,50,0,50,41,4,0
2073,9,Acq,50,0,50,64,4,0
2073,1,Acq,0,50,50,75,4,0
2073,1,Acq,47.5,0,47.5,71,4,0
2073,1,Acq,38,0,38,,4,0
2073,1,Renewals,37,0,37,,4,0
2073,9,Acq,30,0,30,44,4,0
2073,1,Acq,30,0,30,,4,0
2073,1,Acq,0,25,25,,4,0
2073,1,Renewals,25,0,25,,4,0
2073,9,Acq,20,0,20,48,4,0
2073,1,Acq,20,0,20,,4,0
2073,1,Renewals,0,20,20,,4,0
2073,1,Renewals,20,0,20,,4,0
2074,10,Acq,506,0,506,,4,1
2074,9,Acq,0,500,500,,4,1
2074,9,Acq,451,0,451,83,4,1
2074,9,Acq,400,0,400,67,4,1
2074,1,Acq,387,0,387,,4,1
2074,1,Acq,295,0,295,,4,1
2074,1,Renewals,260,0,260,,4,1
2074,1,Renewals,245,0,245,85,4,1
2074,1,Renewals,240,0,240,,4,1
2074,1,Renewals,237,0,237,,4,1
2074,9,Acq,225,0,225,79,4,1
2074,10,Acq,200,0,200,64,4,1
2074,1,Acq,200,0,200,66,4,1
2074,1,Renewals,200,0,200,76,4,1
2074,2,Renewals,200,0,200,,4,1
2074,1,Acq,173.05,0,173.05,,4,1
2074,1,Renewals,171,0,171,70,4,1
2074,1,Renewals,166,0,166,,4,1
2074,1,Renewals,154,0,154,67,4,1
2074,1,Acq,150,0,150,53,4,1
2074,1,Renewals,129,21,150,50,4,1
2074,1,Acq,147,0,147,,4,1
2074,9,Acq,145,0,145,,4,1
2074,1,Renewals,145,0,145,74,4,1
2074,10,Renewals,96,44,140,,4,1
2074,1,Renewals,120,20,140,,4,1
2074,1,Acq,135,0,135,79,4,1
2074,1,Acq,127,0,127,73,4,1
2074,5,Renewals,125.45,0,125.45,48,4,1
2074,1,Acq,125,0,125,78,4,1
2074,1,Acq,121.7,0,121.7,,4,1
2074,1,Acq,120,0,120,,4,1
2074,10,Acq,113,0,113,40,4,1
2074,1,Acq,110,0,110,,4,1
2074,1,Renewals,107,0,107,,4,1
2074,1,Acq,105,0,105,40,4,1
2074,3,Renewals,105,0,105,86,4,1
2074,1,Acq,102,0,102,66,4,1
2074,1,Renewals,100.25,0,100.25,,4,1
2074,1,Acq,100,0,100,,4,1
2074,1,Acq,88,0,88,,4,1
2074,2,Acq,82,0,82,80,4,1
2074,1,Acq,80,0,80,56,4,1
2074,1,Acq,80,0,80,,4,1
2074,1,Renewals,66.55,0,66.55,,4,0
2074,1,Acq,60,0,60,80,4,0
2074,1,Acq,60,0,60,,4,0
2074,1,Renewals,60,0,60,68,4,0
2074,1,Renewals,60,0,60,64,4,0
2074,2,Acq,59,0,59,,4,0
2074,1,Renewals,55,0,55,87,4,0
2074,9,Acq,54,0,54,54,4,0
2074,1,Acq,51,0,51,,4,0
2074,10,Acq,45.7,0,45.7,42,4,0
2074,1,Renewals,41.5,0,41.5,69,4,0
2074,1,Renewals,30,0,30,,4,0
2074,9,Acq,26,0,26,,4,0
2074,9,Acq,25,0,25,,4,0
2074,1,Renewals,25,0,25,63,4,0
2074,9,Acq,20,0,20,,4,0
2075,2,Renewals,296,0,296,66,4,1
2075,1,Renewals,280,0,280,,4,1
2075,9,Acq,269,0,269,,4,1
2075,1,Acq,244,0,244,72,4,1
2075,9,Acq,220,0,220,74,4,1
2075,2,Renewals,206.5,0,206.5,51,4,1
2075,3,Renewals,150.8,49.2,200,57,4,1
2075,1,Renewals,185,0,185,44,4,1
2075,1,Renewals,185,0,185,44,4,1
2075,9,Acq,170,0,170,69,4,1
2075,1,Acq,155,10,165,,4,1
2075,2,Renewals,151.95,0,151.95,76,4,1
2075,1,Renewals,100,50,150,51,4,1
2075,1,Renewals,150,0,150,,4,1
2075,1,Acq,133,10,143,43,4,1
2075,1,Renewals,137,0,137,77,4,1
2075,1,Acq,115,0,115,57,4,1
2075,1,Acq,113,0,113,53,4,1
2075,1,Acq,105,0,105,,4,1
2075,1,Acq,100,0,100,62,4,1
2075,1,Acq,100,0,100,,4,1
2075,1,Acq,80,20,100,82,4,1
2075,1,Acq,0,100,100,78,4,1
2075,2,Acq,85,0,85,71,4,1
2075,1,Renewals,82,0,82,,4,1
2075,1,Renewals,80,0,80,57,4,1
2075,10,Acq,78,0,78,,4,1
2075,1,Renewals,74,0,74,,4,0
2075,9,Acq,72,0,72,,4,0
2075,1,Acq,72,0,72,82,4,0
2075,2,Acq,63.6,0,63.6,,4,0
2075,1,Acq,63,0,63,,4,0
2075,3,Acq,62,0,62,,4,0
2075,1,Acq,55,0,55,,4,0
2075,1,Renewals,46,0,46,63,4,0
2075,1,Acq,36,0,36,48,4,0
2075,2,Acq,32,0,32,19,4,0
2075,1,Acq,27.6,0,27.6,51,4,0
2075,9,Acq,25,0,25,,4,0
2075,1,Renewals,-185,0,-185,44,4,0
2076,1,Acq,374,0,374,76,4,1
2076,1,Acq,324,0,324,79,4,1
2076,1,Renewals,320,0,320,,4,1
2076,1,Renewals,257,0,257,,4,1
2076,1,Renewals,230,0,230,,4,1
2076,1,Acq,203,0,203,74,4,1
2076,2,Renewals,195,0,195,77,4,1
2076,1,Renewals,191,0,191,,4,1
2076,9,Acq,185,0,185,69,4,1
2076,1,Renewals,175,0,175,,4,1
2076,1,Renewals,170,0,170,,4,1
2076,1,Renewals,165,0,165,71,4,1
