postcode,num_streets,RenewalsOrAcq,collection_amount,donation_amount,total_received,age,weekends,profitable
4405,1,Acq,56,0,56,36,2,0
4405,3,Renewals,55.55,0,55.55,81,2,0
4405,3,Acq,55,0,55,91,2,0
4405,3,Acq,53,0,53,,2,0
4405,3,Acq,52,0,52,57,2,0
4405,3,Acq,25,25,50,57,2,0
4405,3,Acq,45,5,50,80,2,0
4405,3,Acq,50,0,50,,2,0
4405,3,Renewals,50,0,50,53,2,0
4405,3,Acq,40.5,0,40.5,60,2,0
4405,3,Acq,40,0,40,,2,0
4405,3,Acq,40,0,40,54,2,0
4405,3,Renewals,39,0,39,69,2,0
4405,3,Acq,38.5,0,38.5,41,2,0
4405,3,Acq,38,0,38,81,2,0
4405,3,Renewals,33,0,33,40,2,0
4405,3,Renewals,32,0,32,,2,0
4405,4,Acq,31,0,31,44,2,0
4405,3,Acq,30,0,30,,2,0
4405,3,Acq,0,30,30,,2,0
4405,3,Acq,25,0,25,,2,0
4405,3,Acq,20,0,20,,2,0
4405,3,Renewals,20,0,20,75,2,0
4405,3,Acq,15,0,15,,2,0
4405,3,Renewals,13,0,13,75,2,0
4407,3,Acq,117,13,130,64,2,1
4407,3,Renewals,20,0,20,70,2,0
4408,3,Acq,100,0,100,63,2,1
4408,4,Acq,30,0,30,70,2,0
4408,5,Acq,15,0,15,43,2,0
4410,3,Acq,52,0,52,50,2,0
4410,3,Acq,26,0,26,61,2,0
4413,4,Renewals,250,0,250,73,2,1
4413,4,Renewals,230,0,230,72,2,1
4413,4,Renewals,169,0,169,57,2,1
4413,3,Renewals,75.5,0,75.5,,2,1
4413,3,Acq,66,0,66,68,2,0
4413,3,Acq,66,0,66,82,2,0
4413,3,Acq,63,0,63,86,2,0
4413,3,Acq,60,0,60,42,2,0
4413,3,Acq,56,0,56,35,2,0
4413,3,Acq,55.1,0,55.1,,2,0
4413,3,Acq,50,0,50,,2,0
4413,3,Renewals,50,0,50,,2,0
4413,3,Renewals,46.8,0,46.8,74,2,0
4413,6,Acq,43,0,43,41,2,0
4413,4,Acq,42.2,0,42.2,,2,0
4413,3,Acq,36,0,36,,2,0
4413,3,Acq,30,0,30,45,2,0
4413,3,Acq,24,0,24,76,2,0
4413,5,Renewals,20,0,20,41,2,0
4413,3,Acq,10,0,10,,2,0
4415,4,Acq,65,0,65,49,2,0
4415,3,Acq,17,0,17,54,2,0
4417,3,Acq,164,0,164,,2,1
4417,3,Acq,74.05,0,74.05,66,2,0
4417,3,Acq,59,0,59,65,2,0
4417,5,Acq,0,20,20,,2,0
4420,3,Renewals,41,0,41,54,2,0
4421,1,Renewals,293,0,293,,2,1
4421,3,Renewals,250,0,250,,2,1
4421,3,Acq,51,0,51,60,2,0
4428,4,Renewals,35,0,35,39,2,0
4454,3,Acq,105,0,105,49,2,1
4455,3,Acq,122,0,122,71,2,1
4455,3,Acq,0,100,100,67,2,1
4455,3,Acq,100,0,100,,2,1
4455,4,Acq,94.9,0,94.9,56,2,1
4455,3,Acq,65,0,65,52,2,0
4455,5,Renewals,61.95,0,61.95,57,2,0
4455,3,Renewals,45,0,45,61,2,0
4455,3,Renewals,44,0,44,64,2,0
4455,3,Acq,0,40,40,62,2,0
4455,3,Renewals,40,0,40,,2,0
4455,5,Acq,20,0,20,,2,0
4465,3,Acq,195,0,195,70,2,1
4465,3,Acq,35,0,35,71,2,0
4465,3,Acq,30,0,30,61,2,0
4470,3,Renewals,140,0,140,78,2,1
4470,3,Acq,30,0,30,,2,0
4472,3,Acq,134,0,134,73,2,1
4472,3,Renewals,100,0,100,75,2,1
4472,3,Acq,55,0,55,34,2,0
4472,3,Acq,54.2,0,54.2,,2,0
4472,3,Acq,50,0,50,77,2,0
4472,5,Acq,36,0,36,43,2,0
4472,4,Acq,36,0,36,65,2,0
4477,3,Acq,118,0,118,65,2,1
4480,1,Acq,100,0,100,,2,1
4480,4,Acq,86,0,86,,2,1
4487,3,Acq,156,0,156,17,2,1
4487,3,Acq,125,0,125,,2,1
4487,3,Acq,79.7,0,79.7,,2,1
4487,3,Acq,67.2,0,67.2,83,2,0
4487,3,Acq,50,0,50,40,2,0
4487,3,Renewals,50,0,50,74,2,0
4487,3,Renewals,42,0,42,,2,0
4487,3,Acq,35,0,35,58,2,0
4487,5,Acq,34.05,0,34.05,,2,0
4487,3,Acq,27,0,27,39,2,0
4487,3,Acq,20,0,20,66,2,0
4490,3,Acq,119,0,119,,2,1
4500,4,Renewals,114,0,114,52,2,1
4500,3,Acq,112.8,0,112.8,50,2,1
4500,3,Acq,107,0,107,38,2,1
4500,3,Acq,100,0,100,,2,1
4500,3,Acq,0,100,100,,2,1
4500,3,Renewals,95,0,95,,2,1
4500,1,Acq,90,0,90,,2,1
4500,4,Acq,81,0,81,,2,1
4500,3,Acq,80.3,0,80.3,,2,1
4500,3,Renewals,80,0,80,,2,1
4500,3,Renewals,78.5,0,78.5,65,2,1
4500,4,Acq,77,0,77,40,2,1
4500,3,Renewals,77,0,77,46,2,1
4500,3,Renewals,75,0,75,71,2,0
4500,3,Acq,73.05,0,73.05,45,2,0
4500,4,Renewals,72.5,0,72.5,75,2,0
4500,3,Renewals,72.2,0,72.2,49,2,0
4500,3,Renewals,71.2,0,71.2,,2,0
4500,3,Acq,56,10,66,78,2,0
4500,4,Acq,66,0,66,74,2,0
4500,3,Renewals,66,0,66,,2,0
4500,3,Acq,65.6,0,65.6,72,2,0
4500,3,Acq,65,0,65,,2,0
4500,3,Renewals,63.7,0,63.7,46,2,0
4500,3,Renewals,63,0,63,71,2,0
4500,1,Acq,61.2,0,61.2,,2,0
4500,3,Acq,58.6,0,58.6,18,2,0
4500,3,Renewals,57,0,57,26,2,0
4500,3,Acq,56,0,56,,2,0
4500,3,Renewals,56,0,56,,2,0
4500,3,Acq,55.5,0,55.5,,2,0
4500,3,Acq,55,0,55,,2,0
4500,3,Acq,55,0,55,73,2,0
4500,3,Renewals,54.15,0,54.15,75,2,0
4500,3,Acq,54,0,54,52,2,0
4500,3,Acq,52.9,0,52.9,27,2,0
4500,4,Acq,51,0,51,52,2,0
4500,3,Renewals,51,0,51,,2,0
4500,3,Acq,50,0,50,70,2,0
4500,3,Acq,50,0,50,61,2,0
4500,3,Acq,50,0,50,61,2,0
4500,1,Acq,25,25,50,,2,0
4500,4,Acq,50,0,50,47,2,0
4500,3,Acq,50,0,50,,2,0
4500,3,Renewals,50,0,50,69,2,0
4500,3,Renewals,50,0,50,46,2,0
4500,3,Acq,44.25,0,44.25,51,2,0
4500,4,Acq,43.2,0,43.2,46,2,0
4500,4,Acq,41,0,41,47,2,0
4500,3,Renewals,41,0,41,,2,0
4500,3,Acq,40.5,0,40.5,41,2,0
4500,5,Renewals,40.5,0,40.5,,2,0
4500,3,Acq,40,0,40,37,2,0
4500,3,Renewals,40,0,40,71,2,0
4500,3,Renewals,40,0,40,23,2,0
4500,3,Renewals,38,0,38,56,2,0
4500,1,Acq,37,0,37,,2,0
4500,3,Acq,37,0,37,46,2,0
4500,1,Renewals,37,0,37,53,2,0
4500,3,Renewals,37,0,37,,2,0
4500,3,Acq,36,0,36,,2,0
4500,3,Renewals,36,0,36,,2,0
4500,4,Acq,35,0,35,72,2,0
4500,3,Renewals,35,0,35,,2,0
4500,3,Acq,34,0,34,59,2,0
4500,3,Acq,33,0,33,,2,0
4500,3,Renewals,32,0,32,73,2,0
4500,3,Acq,30,0,30,,2,0
4500,3,Renewals,29.5,0,29.5,,2,0
4500,3,Renewals,27,0,27,,2,0
4500,3,Acq,26.5,0,26.5,41,2,0
4500,3,Acq,26,0,26,52,2,0
4500,3,Acq,4,21,25,19,2,0
4500,3,Renewals,25,0,25,68,2,0
4500,3,Acq,21,0,21,,2,0
4500,3,Renewals,21,0,21,,2,0
4500,2,Acq,20,0,20,,2,0
4500,3,Acq,20,0,20,38,2,0
4500,3,Acq,20,0,20,,2,0
4500,3,Acq,20,0,20,,2,0
4500,3,Renewals,20,0,20,58,2,0
4500,4,Renewals,20,0,20,,2,0
4500,3,Acq,19.7,0,19.7,61,2,0
4500,3,Acq,18,0,18,33,2,0
4500,3,Acq,16,0,16,27,2,0
4500,3,Acq,12,0,12,55,2,0
4500,3,Acq,10,0,10,,2,0
4501,4,Renewals,111.8,0,111.8,,2,1
4501,4,Renewals,89,0,89,,2,1
4501,3,Acq,63.1,0,63.1,,2,0
4501,3,Renewals,63,0,63,61,2,0
4501,3,Acq,58,0,58,67,2,0
4501,3,Acq,50,0,50,54,2,0
4501,1,Acq,45.6,0,45.6,,2,0
4501,3,Acq,40,0,40,53,2,0
4501,4,Acq,35,0,35,55,2,0
4501,1,Acq,25,0,25,,2,0
4501,3,Acq,15.9,0,15.9,19,2,0
4502,3,Acq,98.25,0,98.25,,2,1
4502,5,Acq,98,0,98,61,2,1
4502,3,Acq,97,0,97,67,2,1
4502,4,Renewals,75.6,0,75.6,37,2,1
4502,4,Acq,73.2,0,73.2,,2,0
4502,1,Acq,65,0,65,63,2,0
4502,4,Renewals,59.4,0,59.4,48,2,0
4502,4,Acq,59,0,59,,2,0
4502,4,Acq,59,0,59,56,2,0
4502,3,Renewals,57.5,0,57.5,,2,0
4502,3,Renewals,55,0,55,65,2,0
4502,3,Renewals,49.6,5,54.6,49,2,0
4502,3,Acq,52,0,52,73,2,0
4502,3,Acq,51,0,51,69,2,0
4502,3,Renewals,46,0,46,57,2,0
4502,3,Acq,35,0,35,49,2,0
4502,5,Acq,25,0,25,40,2,0
4502,4,Acq,0,20,20,57,2,0
4502,3,Acq,20,0,20,41,2,0
4503,3,Renewals,182.25,0,182.25,,2,1
4503,3,Acq,178,0,178,86,2,1
4503,3,Acq,140,10,150,70,2,1
4503,3,Acq,111.45,0,111.45,39,2,1
4503,3,Acq,110,0,110,68,2,1
4503,3,Acq,105.6,0,105.6,,2,1
4503,3,Acq,100,0,100,,2,1
4503,3,Acq,0,100,100,,2,1
4503,3,Acq,89.5,0,89.5,40,2,1
4503,3,Acq,80,0,80,,2,1
4503,3,Acq,76.75,0,76.75,,2,1
4503,3,Renewals,75,0,75,,2,0
4503,3,Acq,70,0,70,59,2,0
4503,3,Acq,69,0,69,,2,0
4503,3,Acq,65,0,65,58,2,0
4503,4,Acq,61.05,0,61.05,72,2,0
4503,3,Acq,58,0,58,63,2,0
4503,3,Acq,57.65,0,57.65,,2,0
4503,3,Acq,56,0,56,,2,0
4503,3,Acq,55.35,0,55.35,75,2,0
4503,3,Acq,55,0,55,53,2,0
4503,1,Acq,53,0,53,,2,0
4503,4,Renewals,53,0,53,,2,0
4503,3,Acq,52,0,52,,2,0
4503,3,Acq,50,0,50,68,2,0
4503,5,Acq,50,0,50,43,2,0
4503,3,Acq,0,50,50,74,2,0
4503,3,Renewals,50,0,50,53,2,0
4503,3,Renewals,40,10,50,49,2,0
4503,5,Acq,48,0,48,61,2,0
4503,3,Renewals,45,0,45,67,2,0
4503,3,Acq,42.2,0,42.2,40,2,0
4503,3,Acq,40,0,40,42,2,0
4503,3,Acq,20,20,40,40,2,0
4503,3,Acq,40,0,40,36,2,0
4503,3,Acq,0,40,40,68,2,0
4503,3,Renewals,40,0,40,45,2,0
4503,3,Renewals,40,0,40,,2,0
4503,1,Acq,39,0,39,,2,0
4503,3,Renewals,37,0,37,68,2,0
4503,3,Acq,36,0,36,41,2,0
4503,3,Acq,35,0,35,,2,0
4503,4,Acq,34.5,0,34.5,,2,0
4503,3,Acq,34,0,34,54,2,0
4503,3,Acq,33,0,33,24,2,0
4503,3,Acq,32,0,32,,2,0
4503,5,Acq,30,0,30,44,2,0
4503,4,Renewals,30,0,30,,2,0
4503,3,Acq,28.2,0,28.2,65,2,0
4503,3,Acq,26,0,26,17,2,0
4503,3,Acq,0,25,25,,2,0
4503,3,Renewals,0,25,25,69,2,0
4503,5,Renewals,25,0,25,67,2,0
4503,3,Renewals,25,0,25,68,2,0
4503,3,Renewals,23.15,0,23.15,24,2,0
4503,3,Renewals,22.75,0,22.75,,2,0
4503,3,Renewals,20.6,0,20.6,,2,0
4503,1,Acq,20,0,20,,2,0
4503,5,Acq,20,0,20,71,2,0
4503,3,Acq,0,20,20,,2,0
4503,3,Renewals,20,0,20,55,2,0
4503,3,Acq,19,0,19,,2,0
4503,3,Renewals,18.7,0,18.7,50,2,0
4503,3,Acq,16.75,0,16.75,20,2,0
4503,3,Renewals,15,0,15,,2,0
4503,4,Acq,11,0,11,41,2,0
4503,3,Acq,10,0,10,,2,0
4504,3,Renewals,231.25,0,231.25,41,2,1
4504,3,Renewals,143,0,143,43,2,1
4504,3,Renewals,108.6,0,108.6,,2,1
4504,3,Renewals,100.5,0,100.5,71,2,1
4504,3,Acq,0,100,100,,2,1
4504,3,Acq,98,0,98,55,2,1
4504,3,Acq,86,0,86,,2,1
4504,3,Acq,82.75,0,82.75,44,2,1
4504,3,Acq,75.45,0,75.45,46,2,1
4504,3,Acq,65,0,65,,2,0
4504,3,Renewals,62.6,0,62.6,60,2,0
4504,4,Acq,55,0,55,,2,0
4504,3,Acq,54.85,0,54.85,38,2,0
4504,3,Acq,53.35,0,53.35,,2,0
4504,3,Acq,52,0,52,,2,0
4504,3,Acq,50,0,50,45,2,0
4504,3,Acq,40,10,50,66,2,0
4504,3,Renewals,50,0,50,67,2,0
4504,3,Renewals,50,0,50,,2,0
4504,3,Renewals,47.5,0,47.5,53,2,0
4504,3,Renewals,42,0,42,68,2,0
4504,5,Acq,40,0,40,72,2,0
4504,1,Acq,39,0,39,19,2,0
4504,4,Acq,35.5,0,35.5,,2,0
4504,4,Renewals,35.35,0,35.35,,2,0
4504,6,Acq,35,0,35,41,2,0
4504,3,Acq,34,0,34,21,2,0
4504,3,Acq,30,0,30,,2,0
4504,3,Acq,20,0,20,22,2,0
4504,3,Acq,0,20,20,72,2,0
4504,3,Acq,20,0,20,,2,0
4504,3,Acq,17.4,0,17.4,37,2,0
4504,1,Acq,16,0,16,47,2,0
4504,3,Acq,11.85,0,11.85,19,2,0
4504,3,Acq,10,0,10,,2,0
4505,3,Acq,238.15,0,238.15,68,2,1
4505,3,Acq,178,0,178,,2,1
4505,1,Acq,162.5,0,162.5,60,2,1
4505,3,Acq,118,0,118,,2,1
4505,4,Renewals,115.1,0,115.1,69,2,1
4505,4,Renewals,115,0,115,53,2,1
4505,3,Acq,114,0,114,54,2,1
4505,3,Acq,105.1,0,105.1,58,2,1
4505,3,Renewals,100,0,100,,2,1
4505,3,Acq,97,0,97,,2,1
4505,3,Acq,90.3,0,90.3,65,2,1
4505,3,Acq,67,0,67,44,2,0
4505,1,Acq,65,0,65,49,2,0
4505,3,Renewals,65,0,65,,2,0
4505,3,Acq,60,0,60,52,2,0
4505,3,Renewals,60,0,60,50,2,0
4505,3,Acq,57,0,57,64,2,0
4505,3,Renewals,55,0,55,57,2,0
4505,3,Renewals,55,0,55,66,2,0
4505,3,Acq,50,0,50,78,2,0
4505,1,Acq,50,0,50,,2,0
4505,3,Acq,50,0,50,40,2,0
4505,3,Acq,50,0,50,,2,0
4505,4,Acq,50,0,50,,2,0
4505,3,Renewals,45,5,50,,2,0
4505,3,Renewals,50,0,50,,2,0
4505,4,Acq,48,0,48,58,2,0
4505,3,Acq,46,0,46,75,2,0
4505,3,Acq,45,0,45,17,2,0
4505,4,Acq,40,0,40,49,2,0
4505,3,Acq,39,0,39,63,2,0
4505,3,Acq,38.5,0,38.5,59,2,0
4505,3,Acq,38,0,38,63,2,0
4505,2,Acq,37,0,37,,2,0
4505,4,Acq,34,0,34,,2,0
4505,4,Acq,31,0,31,,2,0
4505,1,Acq,20,10,30,,2,0
4505,3,Acq,22,0,22,,2,0
4505,4,Renewals,22,0,22,40,2,0
4505,3,Acq,20,0,20,59,2,0
4505,3,Acq,20,0,20,60,2,0
4505,3,Acq,20,0,20,74,2,0
4505,3,Renewals,0,20,20,,2,0
4505,3,Acq,16,0,16,68,2,0
4505,3,Acq,15,0,15,74,2,0
4505,3,Acq,7.65,0,7.65,,2,0
4506,3,Acq,754,0,754,54,2,1
4506,3,Acq,250,0,250,,2,1
4506,3,Acq,150,0,150,35,2,1
4506,3,Acq,112.9,0,112.9,,2,1
4506,3,Renewals,84,0,84,48,2,1
4506,4,Renewals,81,0,81,23,2,1
4506,3,Acq,80.65,0,80.65,57,2,1
4506,3,Acq,67.9,10,77.9,65,2,1
4506,3,Renewals,68,0,68,,2,0
4506,4,Acq,65,0,65,46,2,0
4506,3,Acq,45,20,65,53,2,0
4506,3,Acq,65,0,65,,2,0
4506,3,Renewals,63.85,0,63.85,51,2,0
4506,3,Acq,63.6,0,63.6,60,2,0
4506,3,Acq,61,0,61,63,2,0
4506,4,Acq,55,0,55,46,2,0
4506,3,Renewals,51,0,51,66,2,0
4506,4,Renewals,50.05,0,50.05,,2,0
4506,3,Renewals,50,0,50,70,2,0
4506,4,Acq,49,0,49,42,2,0
4506,4,Acq,47.9,0,47.9,49,2,0
4506,3,Acq,45,0,45,51,2,0
4506,3,Renewals,42,0,42,70,2,0
4506,3,Renewals,37.5,2.5,40,39,2,0
4506,1,Acq,39,0,39,,2,0
4506,3,Acq,35,0,35,59,2,0
4506,3,Acq,35,0,35,74,2,0
4506,5,Renewals,35,0,35,58,2,0
4506,3,Acq,33.65,0,33.65,54,2,0
4506,3,Acq,31,0,31,,2,0
4506,4,Acq,30,0,30,39,2,0
4506,3,Renewals,30,0,30,48,2,0
4506,4,Renewals,27,0,27,62,2,0
4506,3,Acq,26,0,26,,2,0
4506,3,Acq,25,0,25,73,2,0
4506,3,Acq,21,0,21,48,2,0
4506,4,Acq,0,20,20,45,2,0
4506,3,Acq,18,0,18,68,2,0
4506,3,Acq,16,0,16,,2,0
4506,1,Acq,10,5,15,69,2,0
4506,3,Acq,2,10,12,60,2,0
4506,3,Acq,10,0,10,37,2,0
4507,3,Renewals,179.9,0,179.9,57,2,1
4507,3,Acq,172,0,172,64,2,1
4507,3,Acq,150,0,150,63,2,1
4507,4,Renewals,142.55,0,142.55,66,2,1
4507,4,Acq,135,0,135,,2,1
4507,3,Renewals,125.7,0,125.7,77,2,1
4507,1,Acq,122,0,122,85,2,1
4507,4,Acq,115.5,0,115.5,,2,1
4507,4,Renewals,111.6,0,111.6,87,2,1
4507,3,Acq,110.7,0,110.7,,2,1
4507,3,Acq,110,0,110,58,2,1
4507,3,Renewals,106,0,106,64,2,1
4507,3,Acq,105,0,105,,2,1
4507,3,Acq,105,0,105,87,2,1
4507,1,Acq,103,0,103,73,2,1
4507,3,Acq,100,0,100,49,2,1
4507,4,Acq,100,0,100,59,2,1
4507,1,Acq,100,0,100,82,2,1
4507,4,Renewals,97.45,0,97.45,54,2,1
4507,3,Acq,95,0,95,71,2,1
4507,3,Renewals,95,0,95,80,2,1
4507,3,Renewals,94.2,0,94.2,,2,1
4507,4,Renewals,92,0,92,80,2,1
4507,3,Acq,87,0,87,78,2,1
4507,3,Acq,80,0,80,70,2,1
4507,3,Acq,80,0,80,76,2,1
4507,3,Acq,80,0,80,68,2,1
4507,3,Renewals,80,0,80,73,2,1
4507,3,Acq,78,0,78,,2,1
4507,1,Acq,78,0,78,,2,1
4507,3,Renewals,75.5,0,75.5,73,2,1
4507,3,Acq,70.6,0,70.6,57,2,0
4507,3,Acq,70,0,70,,2,0
4507,3,Renewals,70,0,70,75,2,0
4507,3,Acq,69,0,69,72,2,0
4507,3,Acq,68.8,0,68.8,,2,0
4507,3,Renewals,65,0,65,,2,0
4507,3,Renewals,61,0,61,67,2,0
4507,4,Acq,60,0,60,80,2,0
4507,3,Renewals,60,0,60,49,2,0
4507,3,Renewals,60,0,60,,2,0
4507,2,Acq,59.5,0,59.5,,2,0
4507,3,Renewals,56,0,56,,2,0
4507,3,Acq,53,0,53,,2,0
4507,3,Acq,52,0,52,72,2,0
4507,3,Acq,52,0,52,,2,0
4507,3,Renewals,52,0,52,,2,0
4507,3,Acq,50,0,50,65,2,0
4507,3,Acq,50,0,50,75,2,0
4507,5,Acq,50,0,50,,2,0
4507,3,Renewals,50,0,50,71,2,0
4507,3,Renewals,50,0,50,66,2,0
4507,3,Acq,49.85,0,49.85,70,2,0
4507,3,Renewals,49.65,0,49.65,69,2,0
4507,3,Acq,49,0,49,,2,0
4507,3,Acq,48,0,48,40,2,0
4507,3,Acq,47.7,0,47.7,,2,0
4507,3,Acq,47,0,47,,2,0
4507,1,Acq,46,0,46,,2,0
4507,3,Acq,45,0,45,,2,0
4507,3,Renewals,45,0,45,,2,0
4507,3,Renewals,40,0,40,,2,0
4507,3,Acq,38,0,38,,2,0
4507,3,Renewals,36,0,36,,2,0
4507,3,Acq,35,0,35,75,2,0
4507,3,Acq,35,0,35,,2,0
4507,3,Acq,35,0,35,,2,0
4507,3,Renewals,30,5,35,58,2,0
4507,1,Acq,33.45,0,33.45,,2,0
4507,3,Acq,32,0,32,61,2,0
4507,3,Acq,0,30,30,61,2,0
4507,3,Acq,30,0,30,20,2,0
4507,3,Acq,30,0,30,60,2,0
4507,3,Acq,30,0,30,81,2,0
4507,4,Acq,28,0,28,,2,0
4507,3,Renewals,27,0,27,,2,0
4507,3,Renewals,27,0,27,69,2,0
4507,3,Renewals,26.4,0,26.4,,2,0
4507,4,Renewals,26,0,26,64,2,0
4507,3,Renewals,26,0,26,,2,0
4507,4,Acq,23,0,23,87,2,0
4507,3,Acq,20,0,20,77,2,0
4507,3,Acq,20,0,20,68,2,0
4507,3,Acq,20,0,20,,2,0
4507,1,Renewals,19.9,0,19.9,78,2,0
4507,3,Acq,19,0,19,,2,0
4507,4,Acq,12,0,12,,2,0
4507,3,Acq,0,10,10,57,2,0
4508,17,Acq,243.35,0,243.35,71,2,1
4508,4,Acq,100,0,100,,2,1
4508,4,Acq,97.8,0,97.8,,2,1
4508,3,Acq,95,0,95,73,2,1
4508,3,Acq,84.5,0,84.5,,2,1
4508,3,Acq,82,0,82,60,2,1
4508,3,Acq,80,0,80,66,2,1
4508,3,Renewals,75,0,75,61,2,0
4508,3,Acq,69.3,0,69.3,34,2,0
4508,3,Renewals,63.45,0,63.45,47,2,0
4508,3,Acq,62.1,0,62.1,,2,0
4508,1,Acq,60.35,0,60.35,,2,0
4508,3,Renewals,60,0,60,,2,0
4508,3,Acq,58.8,0,58.8,,2,0
4508,3,Acq,57.15,0,57.15,83,2,0
4508,3,Acq,56,0,56,77,2,0
4508,4,Acq,54,0,54,67,2,0
4508,5,Renewals,50,0,50,68,2,0
4508,3,Renewals,46.4,0,46.4,69,2,0
4508,3,Renewals,45,0,45,75,2,0
4508,3,Renewals,40.85,0,40.85,75,2,0
4508,5,Renewals,40.45,0,40.45,,2,0
4508,3,Acq,40,0,40,75,2,0
4508,3,Acq,38.7,0,38.7,52,2,0
4508,3,Acq,35.5,0,35.5,,2,0
4508,4,Renewals,35.1,0,35.1,76,2,0
4508,4,Acq,35,0,35,50,2,0
4508,3,Renewals,33.85,0,33.85,65,2,0
4508,5,Renewals,28.95,0,28.95,,2,0
4508,3,Acq,27,0,27,,2,0
4508,3,Renewals,25,0,25,64,2,0
4508,4,Acq,21,0,21,60,2,0
4508,3,Acq,20,0,20,,2,0
4508,3,Acq,20,0,20,42,2,0
4508,3,Acq,20,0,20,,2,0
4508,4,Acq,0,20,20,76,2,0
4508,3,Acq,20,0,20,68,2,0
4508,3,Acq,0,20,20,,2,0
4508,3,Renewals,20,0,20,74,2,0
4508,2,Acq,19.75,0,19.75,33,2,0
4508,3,Acq,19,0,19,31,2,0
4508,3,Acq,16,0,16,19,2,0
4508,3,Acq,15,0,15,59,2,0
4508,3,Acq,10,0,10,55,2,0
4508,3,Acq,10,0,10,,2,0
4509,3,Acq,180,0,180,69,2,1
4509,1,Acq,117.7,0,117.7,,2,1
4509,4,Renewals,101,0,101,,2,1
4509,1,Acq,100,0,100,,2,1
4509,3,Renewals,69.5,30.5,100,,2,1
4509,4,Renewals,99,0,99,58,2,1
4509,3,Renewals,85,0,85,26,2,1
4509,3,Acq,72.5,0,72.5,,2,0
4509,3,Renewals,58,0,58,59,2,0
4509,1,Acq,51,0,51,17,2,0
4509,3,Renewals,51,0,51,68,2,0
4509,3,Renewals,50,0,50,40,2,0
4509,3,Acq,45,0,45,41,2,0
4509,2,Acq,40,0,40,,2,0
4509,3,Acq,39,0,39,,2,0
4509,3,Renewals,33.4,0,33.4,,2,0
4509,3,Acq,33,0,33,59,2,0
4509,3,Acq,31,0,31,,2,0
4509,3,Acq,31,0,31,,2,0
4509,3,Renewals,29.9,0,29.9,61,2,0
4509,3,Renewals,29,0,29,,2,0
4509,3,Acq,25,0,25,62,2,0
4509,1,Acq,22,0,22,,2,0
4509,3,Acq,21,0,21,34,2,0
4509,3,Acq,20,0,20,54,2,0
4509,3,Acq,20,0,20,55,2,0
4509,3,Renewals,0,20,20,58,2,0
4509,3,Acq,19,0,19,29,2,0
4509,3,Acq,13,0,13,41,2,0
4509,3,Acq,12,0,12,47,2,0
4509,3,Acq,5,5,10,37,2,0
4509,1,Acq,10,0,10,,2,0
4509,4,Renewals,8,0,8,38,2,0
4510,3,Renewals,241.6,0,241.6,,2,1
4510,3,Acq,215.55,0,215.55,63,2,1
4510,3,Renewals,165,0,165,71,2,1
4510,6,Renewals,156.2,0,156.2,74,2,1
4510,3,Acq,150,0,150,62,2,1
4510,1,Acq,132,0,132,67,2,1
4510,3,Acq,129.5,0,129.5,,2,1
4510,3,Renewals,116.5,0,116.5,,2,1
4510,3,Acq,101,0,101,67,2,1
4510,3,Renewals,100,0,100,78,2,1
4510,3,Renewals,97,0,97,63,2,1
4510,3,Acq,94,0,94,74,2,1
4510,3,Renewals,93,0,93,,2,1
4510,3,Acq,90,0,90,67,2,1
4510,3,Renewals,90,0,90,,2,1
4510,3,Acq,86,0,86,49,2,1
4510,3,Renewals,86,0,86,,2,1
4510,4,Acq,71.55,10,81.55,66,2,1
4510,3,Acq,80,0,80,,2,1
4510,3,Renewals,76.3,0,76.3,72,2,1
4510,4,Renewals,72,0,72,63,2,0
4510,3,Acq,70,0,70,,2,0
4510,1,Acq,69,0,69,66,2,0
4510,3,Renewals,67.2,0,67.2,83,2,0
4510,3,Acq,67,0,67,74,2,0
4510,4,Renewals,67,0,67,78,2,0
4510,4,Renewals,65,0,65,58,2,0
4510,4,Renewals,65,0,65,67,2,0
4510,3,Renewals,65,0,65,,2,0
4510,3,Acq,64.45,0,64.45,53,2,0
4510,3,Acq,62,0,62,47,2,0
4510,3,Acq,62,0,62,70,2,0
4510,3,Acq,62,0,62,65,2,0
4510,3,Renewals,62,0,62,57,2,0
4510,3,Acq,61,0,61,65,2,0
4510,3,Acq,61,0,61,62,2,0
4510,3,Acq,57,0,57,,2,0
4510,5,Acq,53,0,53,72,2,0
4510,1,Acq,51,0,51,77,2,0
4510,3,Acq,50,0,50,,2,0
4510,3,Acq,50,0,50,,2,0
4510,3,Acq,10,40,50,63,2,0
4510,5,Acq,0,50,50,63,2,0
4510,3,Acq,50,0,50,63,2,0
4510,3,Acq,50,0,50,53,2,0
4510,1,Acq,45,0,45,,2,0
4510,5,Acq,42.4,0,42.4,,2,0
4510,3,Renewals,42,0,42,54,2,0
4510,3,Acq,41,0,41,,2,0
4510,3,Renewals,40.6,0,40.6,27,2,0
4510,3,Acq,20,20,40,59,2,0
4510,3,Renewals,40,0,40,,2,0
4510,3,Renewals,40,0,40,,2,0
4510,3,Renewals,0,40,40,76,2,0
4510,4,Renewals,40,0,40,,2,0
4510,3,Acq,39,0,39,,2,0
4510,3,Renewals,38,0,38,,2,0
4510,3,Acq,36.55,0,36.55,79,2,0
4510,3,Acq,35,0,35,57,2,0
4510,3,Renewals,35,0,35,49,2,0
4510,3,Acq,34,0,34,20,2,0
4510,3,Renewals,34,0,34,,2,0
4510,3,Renewals,33,0,33,,2,0
