,postcode,num_streets,age,Acq,weekends,profitable,cluster,avg income
10061,3228,1,52.0,0.0,4,1,3,79708.50846
10062,3228,1,64.0,1.0,4,1,3,79708.50846
10063,3228,1,52.0,1.0,4,1,3,79708.50846
10064,3228,1,87.0,0.0,4,0,3,79708.50846
10065,3228,1,66.0,1.0,4,0,3,79708.50846
10066,3228,3,39.0,1.0,4,0,3,79708.50846
10067,3228,1,67.0,1.0,4,0,3,79708.50846
10068,3228,1,64.0,1.0,4,0,3,79708.50846
10069,3228,1,52.0,0.0,4,0,3,79708.50846
10070,3230,1,50.0,1.0,4,1,2,65625.4019
10071,3230,2,58.0,1.0,4,1,2,65625.4019
10072,3230,1,51.0,1.0,4,0,2,65625.4019
10073,3230,1,74.0,1.0,4,0,2,65625.4019
10074,3230,1,74.0,1.0,4,0,2,65625.4019
10075,3230,3,61.0,1.0,4,0,2,65625.4019
10076,3230,1,64.0,1.0,4,0,2,65625.4019
10077,3231,1,59.0,1.0,4,1,2,76050.11306
10078,3232,4,57.0,1.0,4,0,2,67978.25235
10079,3233,1,62.0,1.0,4,0,2,54458.09337
10080,3241,1,52.0,1.0,4,0,2,59758.60043
10081,3241,1,86.0,1.0,4,0,2,59758.60043
10082,3250,3,78.0,0.0,4,1,2,57777.78449
10083,3250,2,76.0,0.0,4,1,2,57777.78449
10084,3250,1,74.0,1.0,4,1,2,57777.78449
10085,3250,1,76.0,0.0,4,1,2,57777.78449
10086,3250,1,86.0,0.0,4,1,2,57777.78449
10087,3250,3,85.0,0.0,4,1,2,57777.78449
10088,3250,1,78.0,0.0,4,1,2,57777.78449
10089,3250,1,53.0,1.0,4,1,2,57777.78449
10090,3250,1,77.0,1.0,4,1,2,57777.78449
10091,3250,1,68.0,1.0,4,0,2,57777.78449
10092,3250,3,72.0,1.0,4,0,2,57777.78449
10093,3250,1,87.0,1.0,4,0,2,57777.78449
10094,3250,1,63.0,1.0,4,0,2,57777.78449
10095,3250,3,69.0,1.0,4,0,2,57777.78449
10096,3250,1,70.0,0.0,4,0,2,57777.78449
10097,3250,1,73.0,1.0,4,0,2,57777.78449
10098,3250,1,66.0,1.0,4,0,2,57777.78449
10099,3250,3,49.0,1.0,4,0,2,57777.78449
10100,3250,1,70.0,1.0,4,0,2,57777.78449
10101,3250,1,42.0,0.0,4,0,2,57777.78449
10102,3250,1,59.0,1.0,4,0,2,57777.78449
10103,3250,1,74.0,1.0,4,0,2,57777.78449
10104,3250,1,33.0,0.0,4,0,2,57777.78449
10105,3260,1,68.0,0.0,4,1,2,59775.0786
10106,3260,3,75.0,1.0,4,1,2,59775.0786
10107,3260,2,84.0,0.0,4,1,2,59775.0786
10108,3260,3,68.0,1.0,4,1,2,59775.0786
10109,3260,2,66.0,1.0,4,0,2,59775.0786
10110,3260,1,81.0,1.0,4,0,2,59775.0786
10111,3260,1,64.0,1.0,4,0,2,59775.0786
10112,3264,1,72.0,1.0,4,1,2,63217.32757
10113,3264,1,60.0,1.0,4,1,2,63217.32757
10114,3264,1,76.0,0.0,4,1,2,63217.32757
10115,3264,1,33.0,1.0,4,0,2,63217.32757
10116,3264,1,76.0,1.0,4,0,2,63217.32757
10117,3264,1,60.0,0.0,4,0,2,63217.32757
10118,3266,1,46.0,1.0,4,1,2,61162.95122
10119,3266,3,53.0,1.0,4,0,2,61162.95122
10120,3266,1,62.0,0.0,4,0,2,61162.95122
10121,3266,1,70.0,0.0,4,0,2,61162.95122
10122,3272,1,67.0,0.0,4,1,2,57054.96533
10123,3272,1,70.0,0.0,4,0,2,57054.96533
10124,3280,1,66.0,1.0,4,1,0,63220.27547
10125,3280,1,65.0,0.0,4,1,0,63220.27547
10126,3280,1,78.0,1.0,4,1,0,63220.27547
10127,3280,3,83.0,0.0,4,1,0,63220.27547
10128,3280,1,66.0,0.0,4,1,0,63220.27547
10129,3280,1,44.0,1.0,4,1,0,63220.27547
10130,3280,1,60.0,1.0,4,1,0,63220.27547
10131,3280,1,67.0,0.0,4,1,0,63220.27547
10132,3280,2,64.0,1.0,4,1,0,63220.27547
10133,3280,1,76.0,0.0,4,1,0,63220.27547
10134,3280,1,64.0,1.0,4,1,0,63220.27547
10135,3280,1,78.0,0.0,4,1,0,63220.27547
10136,3280,1,56.0,0.0,4,1,0,63220.27547
10137,3280,2,76.0,1.0,4,1,0,63220.27547
10138,3280,1,72.0,0.0,4,1,0,63220.27547
10139,3280,1,64.0,1.0,4,1,0,63220.27547
10140,3280,1,25.0,0.0,4,1,0,63220.27547
10141,3280,1,66.0,1.0,4,1,0,63220.27547
10142,3280,1,77.0,1.0,4,1,0,63220.27547
10143,3280,2,58.0,1.0,4,1,0,63220.27547
10144,3280,1,71.0,0.0,4,1,0,63220.27547
10145,3280,1,57.0,1.0,4,1,0,63220.27547
10146,3280,1,64.0,1.0,4,1,0,63220.27547
10147,3280,1,72.0,1.0,4,1,0,63220.27547
10148,3280,2,74.0,0.0,4,1,0,63220.27547
10149,3280,1,79.0,0.0,4,0,0,63220.27547
10150,3280,1,73.0,0.0,4,0,0,63220.27547
10151,3280,1,70.0,1.0,4,0,0,63220.27547
10152,3280,1,51.0,1.0,4,0,0,63220.27547
10153,3280,2,46.0,0.0,4,0,0,63220.27547
10154,3280,1,73.0,1.0,4,0,0,63220.27547
10155,3280,1,55.0,1.0,4,0,0,63220.27547
10156,3280,1,63.0,1.0,4,0,0,63220.27547
10157,3280,2,54.0,1.0,4,0,0,63220.27547
10158,3280,3,58.0,1.0,4,0,0,63220.27547
10159,3280,1,63.0,1.0,4,0,0,63220.27547
10160,3280,1,51.0,0.0,4,0,0,63220.27547
10161,3280,1,54.0,1.0,4,0,0,63220.27547
10162,3280,1,76.0,1.0,4,0,0,63220.27547
10163,3280,1,64.0,1.0,4,0,0,63220.27547
10164,3280,1,69.0,1.0,4,0,0,63220.27547
10165,3280,1,74.0,1.0,4,0,0,63220.27547
10166,3280,1,84.0,1.0,4,0,0,63220.27547
10167,3280,1,49.0,1.0,4,0,0,63220.27547
10168,3280,1,67.0,1.0,4,0,0,63220.27547
10169,3280,2,72.0,0.0,4,0,0,63220.27547
10170,3280,1,67.0,1.0,4,0,0,63220.27547
10171,3280,2,83.0,1.0,4,0,0,63220.27547
10172,3280,3,56.0,1.0,4,0,0,63220.27547
10173,3280,1,51.0,0.0,4,0,0,63220.27547
10174,3280,2,75.0,1.0,4,0,0,63220.27547
10175,3280,1,42.0,1.0,4,0,0,63220.27547
10176,3280,1,74.0,1.0,4,0,0,63220.27547
10177,3280,1,79.0,1.0,4,0,0,63220.27547
10178,3284,3,70.0,1.0,4,1,2,67165.32377
10179,3284,2,64.0,0.0,4,1,2,67165.32377
10180,3284,1,75.0,0.0,4,1,2,67165.32377
10181,3284,3,63.0,1.0,4,1,2,67165.32377
10182,3284,1,56.0,1.0,4,1,2,67165.32377
10183,3284,3,71.0,1.0,4,0,2,67165.32377
10184,3284,5,79.0,1.0,4,0,2,67165.32377
10185,3289,1,53.0,1.0,4,0,2,57235.83819
10186,3294,4,59.0,0.0,4,1,2,56964.56793
10187,3300,1,74.0,0.0,4,1,3,59074.49646
10188,3300,2,79.0,0.0,4,1,3,59074.49646
10189,3300,1,81.0,0.0,4,1,3,59074.49646
10190,3300,1,70.0,1.0,4,1,3,59074.49646
10191,3300,1,63.0,0.0,4,1,3,59074.49646
10192,3300,1,81.0,0.0,4,1,3,59074.49646
10193,3300,1,77.0,1.0,4,1,3,59074.49646
10194,3300,3,59.0,1.0,4,0,3,59074.49646
10195,3300,3,69.0,1.0,4,0,3,59074.49646
10196,3300,1,56.0,0.0,4,0,3,59074.49646
10197,3300,1,70.0,0.0,4,0,3,59074.49646
10198,3300,1,71.0,1.0,4,0,3,59074.49646
10199,3300,1,70.0,1.0,4,0,3,59074.49646
10200,3300,2,60.0,1.0,4,0,3,59074.49646
10201,3300,1,70.0,1.0,4,0,3,59074.49646
10202,3300,1,68.0,0.0,4,0,3,59074.49646
10203,3300,1,74.0,1.0,4,0,3,59074.49646
10204,3300,1,71.0,1.0,4,0,3,59074.49646
10205,3305,1,79.0,1.0,4,1,2,66363.15089
10206,3305,1,74.0,1.0,4,1,2,66363.15089
10207,3305,1,67.0,0.0,4,1,2,66363.15089
10208,3305,3,73.0,1.0,4,1,2,66363.15089
10209,3305,1,63.0,0.0,4,1,2,66363.15089
10210,3305,3,82.0,1.0,4,1,2,66363.15089
10211,3305,3,53.0,0.0,4,1,2,66363.15089
10212,3305,3,51.0,1.0,4,1,2,66363.15089
10213,3305,1,65.0,0.0,4,1,2,66363.15089
10214,3305,1,65.0,1.0,4,0,2,66363.15089
10215,3305,1,35.0,1.0,4,0,2,66363.15089
10216,3305,1,49.0,1.0,4,0,2,66363.15089
10217,3305,1,64.0,1.0,4,0,2,66363.15089
10218,3305,1,39.0,1.0,4,0,2,66363.15089
10219,3305,1,48.0,1.0,4,0,2,66363.15089
10220,3305,1,72.0,0.0,4,0,2,66363.15089
10221,3305,1,72.0,1.0,4,0,2,66363.15089
10222,3305,1,69.0,1.0,4,0,2,66363.15089
10223,3305,1,43.0,1.0,4,0,2,66363.15089
10224,3305,2,75.0,1.0,4,0,2,66363.15089
10225,3305,1,83.0,1.0,4,0,2,66363.15089
10226,3305,1,39.0,0.0,4,0,2,66363.15089
10227,3311,1,66.0,1.0,4,1,2,52672.59578
10228,3311,2,53.0,1.0,4,1,2,52672.59578
10229,3311,1,69.0,1.0,4,1,2,52672.59578
10230,3311,4,87.0,1.0,4,1,2,52672.59578
10231,3311,3,62.0,1.0,4,0,2,52672.59578
10232,3311,1,71.0,0.0,4,0,2,52672.59578
10233,3311,3,67.0,0.0,4,0,2,52672.59578
10234,3315,1,63.0,1.0,4,1,2,57526.75829
10235,3315,1,79.0,0.0,4,1,2,57526.75829
10236,3315,1,65.0,1.0,4,1,2,57526.75829
10237,3318,3,64.0,1.0,4,1,2,55854.62931
10238,3318,1,79.0,1.0,4,0,2,55854.62931
10239,3318,1,71.0,0.0,4,0,2,55854.62931
10240,3318,1,82.0,1.0,4,0,2,55854.62931
10241,3321,1,45.0,1.0,4,1,2,66590.14078
10242,3332,1,71.0,0.0,4,1,2,60287.34831
10243,3337,5,75.0,0.0,4,1,3,59482.99891
10244,3337,3,43.0,1.0,4,1,3,59482.99891
10245,3337,3,54.0,0.0,4,1,3,59482.99891
10246,3337,1,71.0,1.0,4,1,3,59482.99891
10247,3337,1,75.0,0.0,4,1,3,59482.99891
10248,3337,1,70.0,1.0,4,1,3,59482.99891
10249,3337,1,57.0,1.0,4,1,3,59482.99891
10250,3337,1,69.0,1.0,4,0,3,59482.99891
10251,3337,1,67.0,1.0,4,0,3,59482.99891
10252,3337,3,55.0,1.0,4,0,3,59482.99891
10253,3337,6,28.0,1.0,4,0,3,59482.99891
10254,3337,1,69.0,1.0,4,0,3,59482.99891
10255,3337,1,41.0,1.0,4,0,3,59482.99891
10256,3337,1,70.0,0.0,4,0,3,59482.99891
10257,3337,1,57.0,0.0,4,0,3,59482.99891
10258,3337,1,72.0,0.0,4,0,3,59482.99891
10259,3337,1,60.0,1.0,4,0,3,59482.99891
10260,3337,1,53.0,1.0,4,0,3,59482.99891
10261,3337,1,50.0,1.0,4,0,3,59482.99891
10262,3337,1,75.0,1.0,4,0,3,59482.99891
10263,3337,1,73.0,1.0,4,0,3,59482.99891
10264,3337,3,71.0,1.0,4,0,3,59482.99891
10265,3337,3,66.0,1.0,4,0,3,59482.99891
10266,3338,1,60.0,1.0,4,1,2,60222.1168
10267,3338,1,63.0,1.0,4,0,2,60222.1168
10268,3338,1,68.0,1.0,4,0,2,60222.1168
10269,3338,1,62.0,0.0,4,0,2,60222.1168
10270,3338,1,64.0,1.0,4,0,2,60222.1168
10271,3338,1,45.0,0.0,4,0,2,60222.1168
10272,3338,1,69.0,1.0,4,0,2,60222.1168
10273,3338,1,61.0,1.0,4,0,2,60222.1168
10274,3338,1,77.0,1.0,4,0,2,60222.1168
10275,3338,2,61.0,1.0,4,0,2,60222.1168
10276,3338,1,55.0,1.0,4,0,2,60222.1168
10277,3338,1,64.0,0.0,4,0,2,60222.1168
10278,3340,1,40.0,0.0,4,1,2,66735.07641
10279,3340,3,71.0,1.0,4,1,2,66735.07641
10280,3340,1,45.0,1.0,4,0,2,66735.07641
10281,3340,2,75.0,1.0,4,0,2,66735.07641
10282,3340,1,64.0,0.0,4,0,2,66735.07641
10283,3340,1,58.0,1.0,4,0,2,66735.07641
10284,3340,1,46.0,1.0,4,0,2,66735.07641
10285,3340,1,48.0,1.0,4,0,2,66735.07641
10286,3340,2,44.0,1.0,4,0,2,66735.07641
10287,3340,1,62.0,1.0,4,0,2,66735.07641
10288,3340,1,68.0,1.0,4,0,2,66735.07641
10289,3341,2,75.0,1.0,4,1,2,70673.45938
10290,3342,3,50.0,0.0,4,1,2,65360.27067
10291,3342,1,48.0,1.0,4,1,2,65360.27067
10292,3342,1,50.0,0.0,4,1,2,65360.27067
10293,3350,1,70.0,0.0,4,1,0,66626.03584
10294,3350,1,77.0,1.0,4,1,0,66626.03584
10295,3350,3,65.0,1.0,4,1,0,66626.03584
10296,3350,1,67.0,0.0,4,1,0,66626.03584
10297,3350,2,77.0,0.0,4,1,0,66626.03584
10298,3350,1,60.0,0.0,4,1,0,66626.03584
10299,3350,2,88.0,1.0,4,1,0,66626.03584
10300,3350,2,82.0,0.0,4,1,0,66626.03584
10301,3350,1,73.0,0.0,4,1,0,66626.03584
10302,3350,1,50.0,1.0,4,1,0,66626.03584
10303,3350,1,72.0,1.0,4,1,0,66626.03584
10304,3350,1,73.0,0.0,4,1,0,66626.03584
10305,3350,5,68.0,0.0,4,1,0,66626.03584
10306,3350,5,76.0,1.0,4,1,0,66626.03584
10307,3350,1,67.0,0.0,4,1,0,66626.03584
10308,3350,1,69.0,1.0,4,1,0,66626.03584
10309,3350,1,77.0,1.0,4,1,0,66626.03584
10310,3350,1,63.0,1.0,4,1,0,66626.03584
10311,3350,1,37.0,1.0,4,1,0,66626.03584
10312,3350,1,63.0,1.0,4,1,0,66626.03584
10313,3350,1,65.0,0.0,4,1,0,66626.03584
10314,3350,1,79.0,0.0,4,1,0,66626.03584
10315,3350,2,68.0,1.0,4,1,0,66626.03584
10316,3350,1,76.0,1.0,4,1,0,66626.03584
10317,3350,1,65.0,1.0,4,1,0,66626.03584
10318,3350,1,75.0,1.0,4,1,0,66626.03584
10319,3350,2,69.0,0.0,4,1,0,66626.03584
10320,3350,1,41.0,0.0,4,1,0,66626.03584
10321,3350,1,79.0,0.0,4,1,0,66626.03584
10322,3350,1,62.0,0.0,4,1,0,66626.03584
10323,3350,2,56.0,0.0,4,1,0,66626.03584
10324,3350,2,59.0,1.0,4,1,0,66626.03584
10325,3350,1,58.0,1.0,4,1,0,66626.03584
10326,3350,4,16.0,1.0,4,1,0,66626.03584
10327,3350,1,67.0,1.0,4,1,0,66626.03584
10328,3350,2,74.0,1.0,4,1,0,66626.03584
10329,3350,1,80.0,1.0,4,0,0,66626.03584
10330,3350,2,86.0,1.0,4,0,0,66626.03584
10331,3350,1,68.0,0.0,4,0,0,66626.03584
10332,3350,2,49.0,0.0,4,0,0,66626.03584
10333,3350,1,66.0,1.0,4,0,0,66626.03584
10334,3350,4,68.0,0.0,4,0,0,66626.03584
10335,3350,1,63.0,1.0,4,0,0,66626.03584
10336,3350,1,78.0,1.0,4,0,0,66626.03584
10337,3350,1,63.0,0.0,4,0,0,66626.03584
10338,3350,1,66.0,1.0,4,0,0,66626.03584
10339,3350,1,78.0,0.0,4,0,0,66626.03584
10340,3350,1,74.0,1.0,4,0,0,66626.03584
10341,3350,1,61.0,1.0,4,0,0,66626.03584
10342,3350,1,54.0,0.0,4,0,0,66626.03584
10343,3350,1,69.0,0.0,4,0,0,66626.03584
10344,3350,3,61.0,1.0,4,0,0,66626.03584
10345,3350,1,75.0,1.0,4,0,0,66626.03584
10346,3350,3,70.0,1.0,4,0,0,66626.03584
10347,3350,1,51.0,1.0,4,0,0,66626.03584
10348,3350,2,51.0,1.0,4,0,0,66626.03584
10349,3350,1,68.0,1.0,4,0,0,66626.03584
10350,3350,2,19.0,1.0,4,0,0,66626.03584
10351,3350,3,70.0,1.0,4,0,0,66626.03584
10352,3350,1,67.0,0.0,4,0,0,66626.03584
10353,3350,1,69.0,1.0,4,0,0,66626.03584
10354,3350,1,65.0,1.0,4,0,0,66626.03584
10355,3350,1,55.0,1.0,4,0,0,66626.03584
10356,3350,1,68.0,1.0,4,0,0,66626.03584
10357,3350,1,66.0,1.0,4,0,0,66626.03584
10358,3350,1,65.0,0.0,4,0,0,66626.03584
10359,3350,1,61.0,1.0,4,0,0,66626.03584
10360,3350,1,77.0,1.0,4,0,0,66626.03584
10361,3350,1,64.0,1.0,4,0,0,66626.03584
10362,3350,1,74.0,0.0,4,0,0,66626.03584
10363,3350,3,74.0,1.0,4,0,0,66626.03584
10364,3350,1,38.0,1.0,4,0,0,66626.03584
10365,3350,2,45.0,1.0,4,0,0,66626.03584
10366,3350,1,85.0,1.0,4,0,0,66626.03584
10367,3351,3,68.0,0.0,4,1,2,59518.627
10368,3351,1,58.0,1.0,4,0,2,59518.627
10369,3351,1,40.0,1.0,4,0,2,59518.627
10370,3352,2,62.0,1.0,4,1,2,64417.29435
10371,3352,3,53.0,1.0,4,1,2,64417.29435
10372,3352,1,70.0,1.0,4,0,2,64417.29435
10373,3352,1,67.0,1.0,4,0,2,64417.29435
10374,3352,3,53.0,1.0,4,0,2,64417.29435
10375,3352,1,65.0,1.0,4,0,2,64417.29435
10376,3352,1,42.0,0.0,4,0,2,64417.29435
10377,3352,5,64.0,1.0,4,0,2,64417.29435
10378,3352,1,44.0,1.0,4,0,2,64417.29435
10379,3355,1,79.0,0.0,4,1,2,59280.45156
10380,3355,1,74.0,1.0,4,1,2,59280.45156
10381,3355,1,63.0,0.0,4,1,2,59280.45156
10382,3355,1,85.0,1.0,4,1,2,59280.45156
10383,3355,1,85.0,0.0,4,1,2,59280.45156
10384,3355,4,56.0,0.0,4,1,2,59280.45156
10385,3355,1,70.0,0.0,4,1,2,59280.45156
10386,3355,1,46.0,1.0,4,0,2,59280.45156
10387,3355,1,60.0,1.0,4,0,2,59280.45156
10388,3355,2,65.0,1.0,4,0,2,59280.45156
10389,3355,1,79.0,1.0,4,0,2,59280.45156
10390,3355,1,80.0,0.0,4,0,2,59280.45156
10391,3355,1,38.0,0.0,4,0,2,59280.45156
10392,3355,1,72.0,1.0,4,0,2,59280.45156
10393,3355,1,64.0,1.0,4,0,2,59280.45156
10394,3356,4,81.0,0.0,4,1,2,52558.39854
10395,3356,1,81.0,0.0,4,1,2,52558.39854
10396,3356,2,70.0,1.0,4,1,2,52558.39854
10397,3356,3,66.0,1.0,4,0,2,52558.39854
10398,3356,1,75.0,1.0,4,0,2,52558.39854
10399,3356,1,18.0,1.0,4,0,2,52558.39854
10400,3356,1,76.0,1.0,4,0,2,52558.39854
10401,3356,1,72.0,0.0,4,0,2,52558.39854
10402,3356,3,59.0,1.0,4,0,2,52558.39854
10403,3356,1,64.0,1.0,4,0,2,52558.39854
10404,3357,1,69.0,0.0,4,1,2,71839.43147
10405,3357,2,67.0,1.0,4,1,2,71839.43147
10406,3357,2,61.0,1.0,4,1,2,71839.43147
10407,3357,1,38.0,1.0,4,1,2,71839.43147
10408,3357,1,61.0,0.0,4,0,2,71839.43147
10409,3357,1,45.0,1.0,4,0,2,71839.43147
10410,3357,1,70.0,1.0,4,0,2,71839.43147
10411,3363,1,87.0,1.0,4,1,2,58768.72354
10412,3363,1,71.0,1.0,4,1,2,58768.72354
10413,3363,2,27.0,1.0,4,0,2,58768.72354
10414,3363,1,69.0,0.0,4,0,2,58768.72354
10415,3363,1,63.0,1.0,4,0,2,58768.72354
10416,3370,1,74.0,1.0,4,1,2,54305.62978
10417,3370,1,68.0,1.0,4,0,2,54305.62978
10418,3370,1,78.0,1.0,4,0,2,54305.62978
10419,3370,1,50.0,0.0,4,0,2,54305.62978
10420,3373,1,76.0,0.0,4,1,2,56136.76084
10421,3373,1,78.0,1.0,4,1,2,56136.76084
10422,3373,1,68.0,0.0,4,1,2,56136.76084
10423,3377,1,75.0,0.0,4,1,2,57807.69506
10424,3377,3,75.0,1.0,4,1,2,57807.69506
10425,3377,1,55.0,1.0,4,1,2,57807.69506
10426,3377,2,44.0,0.0,4,1,2,57807.69506
10427,3377,1,79.0,0.0,4,1,2,57807.69506
10428,3377,1,71.0,0.0,4,1,2,57807.69506
10429,3377,1,76.0,1.0,4,0,2,57807.69506
10430,3377,1,76.0,1.0,4,0,2,57807.69506
10431,3377,1,75.0,0.0,4,0,2,57807.69506
10432,3377,3,28.0,1.0,4,0,2,57807.69506
10433,3377,1,56.0,1.0,4,0,2,57807.69506
10434,3377,2,65.0,1.0,4,0,2,57807.69506
10435,3377,1,73.0,1.0,4,0,2,57807.69506
10436,3377,1,54.0,1.0,4,0,2,57807.69506
10437,3377,1,73.0,1.0,4,0,2,57807.69506
10438,3380,1,67.0,1.0,4,1,2,58800.93405
10439,3380,10,57.0,0.0,4,1,2,58800.93405
10440,3380,1,59.0,0.0,4,1,2,58800.93405
10441,3380,1,59.0,0.0,4,1,2,58800.93405
10442,3380,3,80.0,0.0,4,1,2,58800.93405
10443,3380,3,82.0,0.0,4,1,2,58800.93405
10444,3380,1,60.0,1.0,4,1,2,58800.93405
10445,3380,1,55.0,0.0,4,0,2,58800.93405
10446,3380,1,73.0,1.0,4,0,2,58800.93405
10447,3380,1,30.0,1.0,4,0,2,58800.93405
10448,3380,2,75.0,1.0,4,0,2,58800.93405
10449,3380,1,34.0,1.0,4,0,2,58800.93405
10450,3380,1,67.0,1.0,4,0,2,58800.93405
10451,3380,1,41.0,1.0,4,0,2,58800.93405
10452,3380,1,72.0,1.0,4,0,2,58800.93405
10453,3380,1,73.0,1.0,4,0,2,58800.93405
10454,3393,3,62.0,1.0,4,1,2,65264.92142
10455,3393,1,71.0,0.0,4,1,2,65264.92142
10456,3393,1,86.0,0.0,4,1,2,65264.92142
10457,3393,2,64.0,1.0,4,1,2,65264.92142
10458,3393,1,53.0,1.0,4,1,2,65264.92142
10459,3393,1,64.0,0.0,4,1,2,65264.92142
10460,3393,1,55.0,1.0,4,1,2,65264.92142
10461,3393,2,70.0,0.0,4,1,2,65264.92142
10462,3393,1,54.0,1.0,4,0,2,65264.92142
10463,3393,1,72.0,1.0,4,0,2,65264.92142
10464,3393,1,56.0,0.0,4,0,2,65264.92142
10465,3393,1,46.0,0.0,4,0,2,65264.92142
10466,3393,1,64.0,1.0,4,0,2,65264.92142
10467,3395,3,80.0,1.0,4,1,2,73183.32447
10468,3400,1,73.0,0.0,4,1,2,59401.5372
10469,3400,2,74.0,0.0,4,1,2,59401.5372
10470,3400,1,57.0,1.0,4,1,2,59401.5372
10471,3400,3,77.0,0.0,4,1,2,59401.5372
10472,3400,2,80.0,0.0,4,1,2,59401.5372
10473,3400,2,68.0,1.0,4,1,2,59401.5372
10474,3400,1,62.0,0.0,4,1,2,59401.5372
10475,3400,3,69.0,1.0,4,1,2,59401.5372
10476,3400,1,76.0,0.0,4,1,2,59401.5372
10477,3400,2,78.0,0.0,4,1,2,59401.5372
10478,3400,1,67.0,1.0,4,1,2,59401.5372
10479,3400,1,69.0,0.0,4,1,2,59401.5372
10480,3400,1,69.0,1.0,4,1,2,59401.5372
10481,3400,1,68.0,0.0,4,1,2,59401.5372
10482,3400,1,63.0,1.0,4,1,2,59401.5372
10483,3400,1,80.0,1.0,4,1,2,59401.5372
10484,3400,1,82.0,0.0,4,1,2,59401.5372
10485,3400,1,70.0,1.0,4,1,2,59401.5372
10486,3400,1,79.0,0.0,4,1,2,59401.5372
10487,3400,1,69.0,0.0,4,1,2,59401.5372
10488,3400,1,64.0,0.0,4,1,2,59401.5372
10489,3400,1,69.0,0.0,4,0,2,59401.5372
10490,3400,1,67.0,0.0,4,0,2,59401.5372
10491,3400,1,66.0,1.0,4,0,2,59401.5372
10492,3400,3,68.0,1.0,4,0,2,59401.5372
10493,3400,1,74.0,0.0,4,0,2,59401.5372
10494,3400,3,61.0,1.0,4,0,2,59401.5372
10495,3400,3,71.0,1.0,4,0,2,59401.5372
10496,3400,1,59.0,0.0,4,0,2,59401.5372
10497,3400,1,76.0,1.0,4,0,2,59401.5372
10498,3400,1,78.0,1.0,4,0,2,59401.5372
10499,3400,1,83.0,1.0,4,0,2,59401.5372
10500,3400,1,58.0,0.0,4,0,2,59401.5372
10501,3400,1,70.0,1.0,4,0,2,59401.5372
10502,3400,1,61.0,0.0,4,0,2,59401.5372
10503,3400,1,36.0,1.0,4,0,2,59401.5372
10504,3400,1,73.0,1.0,4,0,2,59401.5372
10505,3400,1,23.0,1.0,4,0,2,59401.5372
10506,3400,1,67.0,1.0,4,0,2,59401.5372
10507,3400,1,66.0,1.0,4,0,2,59401.5372
10508,3400,0,78.0,1.0,4,0,2,59401.5372
10509,3400,2,63.0,0.0,4,0,2,59401.5372
10510,3400,1,72.0,0.0,4,0,2,59401.5372
10511,3414,1,61.0,0.0,4,1,2,63228.078
10512,3414,2,80.0,1.0,4,1,2,63228.078
10513,3414,1,52.0,1.0,4,1,2,63228.078
10514,3414,1,68.0,0.0,4,1,2,63228.078
10515,3414,1,70.0,1.0,4,1,2,63228.078
10516,3414,1,61.0,0.0,4,0,2,63228.078
10517,3414,1,65.0,1.0,4,0,2,63228.078
10518,3414,1,23.0,1.0,4,0,2,63228.078
10519,3414,1,62.0,0.0,4,0,2,63228.078
10520,3418,2,82.0,0.0,4,1,2,62557.93917
10521,3418,1,73.0,0.0,4,1,2,62557.93917
10522,3418,2,85.0,1.0,4,1,2,62557.93917
10523,3418,1,83.0,0.0,4,1,2,62557.93917
10524,3418,1,70.0,0.0,4,1,2,62557.93917
10525,3418,2,75.0,0.0,4,1,2,62557.93917
10526,3418,1,73.0,0.0,4,1,2,62557.93917
10527,3418,2,82.0,0.0,4,1,2,62557.93917
10528,3418,1,59.0,1.0,4,0,2,62557.93917
10529,3418,1,70.0,1.0,4,0,2,62557.93917
10530,3418,1,61.0,0.0,4,0,2,62557.93917
10531,3418,1,73.0,1.0,4,0,2,62557.93917
10532,3418,1,80.0,1.0,4,0,2,62557.93917
10533,3418,2,43.0,0.0,4,0,2,62557.93917
10534,3418,1,67.0,1.0,4,0,2,62557.93917
10535,3419,1,63.0,0.0,4,1,2,65535.64938
10536,3419,2,52.0,0.0,4,1,2,65535.64938
10537,3419,3,53.0,1.0,4,0,2,65535.64938
10538,3423,1,56.0,1.0,4,1,2,57376.51429
10539,3424,1,82.0,1.0,4,1,2,66013.56667
10540,3424,1,85.0,1.0,4,1,2,66013.56667
10541,3427,1,54.0,1.0,4,0,2,65194.47856
10542,3428,1,56.0,1.0,4,0,2,74557.62457
10543,3429,1,84.0,1.0,4,1,3,65926.9898
10544,3429,1,65.0,1.0,4,1,3,65926.9898
10545,3429,2,88.0,0.0,4,1,3,65926.9898
10546,3429,4,40.0,1.0,4,1,3,65926.9898
10547,3429,1,68.0,1.0,4,1,3,65926.9898
10548,3429,1,66.0,1.0,4,1,3,65926.9898
10549,3429,1,65.0,1.0,4,1,3,65926.9898
10550,3429,1,43.0,1.0,4,1,3,65926.9898
10551,3429,3,58.0,1.0,4,1,3,65926.9898
10552,3429,1,75.0,1.0,4,1,3,65926.9898
10553,3429,2,84.0,0.0,4,1,3,65926.9898
10554,3429,1,56.0,1.0,4,0,3,65926.9898
10555,3429,1,57.0,1.0,4,0,3,65926.9898
10556,3429,1,80.0,1.0,4,0,3,65926.9898
10557,3429,1,70.0,0.0,4,0,3,65926.9898
10558,3429,1,58.0,1.0,4,0,3,65926.9898
10559,3429,1,68.0,0.0,4,0,3,65926.9898
