postcode,tax individuals,no pensions,avg pension,avg income,no donations,value donations,avg donation value
6103,4510,39,8803.025641,76405.78093,1562,580468,371.6184379
6104,7072,117,8223.08547,80059.54171,2619,1048583,400.3753341
6105,6723,131,7680.618321,70664.37424,2427,832247,342.9118253
6106,157,1,15043,87846.13376,43,11141,259.0930233
6107,19212,252,8274.214286,67699.32329,7015,2387650,340.3635068
6108,11123,218,7267.422018,68143.48368,4526,1422710,314.341582
6109,4947,106,8223.669811,65289.7174,1835,477252,260.0828338
6110,17323,354,7601.364407,69738.34584,6884,2311921,335.8397734
6111,10472,236,7509.148305,74162.15451,4078,1735906,425.6758215
6112,22585,414,7682.140097,73101.95913,8907,3731660,418.9581228
6121,1415,14,6597.785714,84331.84311,499,163479,327.6132265
6122,6378,98,7866.72449,88344.48322,2990,890031,297.6692308
6123,705,13,7367.769231,76183.06383,336,85476,254.3928571
6124,527,13,8252.307692,81746.04554,246,90478,367.796748
6125,1329,16,6779.3125,86365.2784,540,166016,307.437037
6126,100,1,20852,73275.02,33,20373,617.3636364
6147,6980,132,7746.431818,65645.38309,2763,879916,318.4639884
6148,8337,185,7512.248649,87917.67194,3594,1977017,550.0882026
6149,9496,199,7393.175879,85093.84362,4057,1790657,441.3746611
6150,6378,140,7339.885714,91284.1894,2619,1596630,609.6334479
6151,9278,121,8378.809917,121913.5184,3689,3587134,972.3865546
6152,12402,228,8180.574561,97361.06515,5178,3541699,683.9897644
6153,10793,179,7806.698324,138284.7631,4363,4970390,1139.213844
6154,4782,118,7150.457627,97613.2156,2018,1123878,556.9266601
6155,24790,342,6995.716374,79773.28749,9925,3908742,393.8279093
6156,8023,142,7902.640845,108100.5697,3303,1838700,556.6757493
6157,6871,140,7867.7,95869.32543,2877,1506827,523.7493917
6158,3771,48,7540.145833,115559.6913,1567,1000942,638.7632419
6159,1816,20,9384.95,142384.5127,706,790948,1120.322946
6160,4485,73,8169.054795,95141.90948,1729,1080160,624.7310584
6161,101,0,0,67551.18812,38,7870,207.1052632
6162,5494,79,8487.43038,91847.69603,2131,1199451,562.8582825
6163,23434,434,8118.463134,78106.03294,8842,3340333,377.7802533
6164,27243,307,7055.371336,80208.3402,10188,3344367,328.2653121
6165,127,1,16769,89865.62992,46,9249,201.0652174
6166,4782,70,6946.171429,86877.86533,1753,552371,315.1003993
6167,10304,196,7914.382653,71486.86656,3576,1162136,324.9821029
6168,10266,239,8106.794979,74362.91983,3717,1140779,306.9085284
6169,15606,379,7777.704485,78513.32737,5847,2004522,342.8291432
6170,4155,55,6803.218182,76079.24164,1478,501062,339.0135318
6171,12083,151,6830.622517,85174.81652,4543,1469283,323.4169051
6172,6346,98,7786.438776,80699.88702,2342,752978,321.5106746
6173,5558,61,6672.508197,93057.20817,2026,617216,304.6475814
6174,1259,21,7497.619048,82439.29786,441,144911,328.5963719
6175,1519,20,6330.6,88520.38512,575,182834,317.9721739
6176,365,5,6232.6,91006.79452,95,30769,323.8842105
6180,1753,21,5552.571429,83604.87336,600,302893,504.8216667
6181,243,2,8394.5,91873.17284,76,21910,288.2894737
6207,371,4,10542.75,83774.83558,105,55047,524.2571429
6208,4188,114,7895.008772,84740.00334,1443,479958,332.6112266
6209,579,10,9213.3,81673.16062,187,47837,255.8128342
6210,27907,814,8083.05774,83909.24635,9475,3394115,358.217942
6211,2175,51,10295.66667,87547.11908,757,244000,322.324967
6213,315,6,10563.5,78348.61905,106,41779,394.1415094
6214,257,3,4844.666667,82306.59922,71,31418,442.5070423
6215,1595,34,7667.647059,83963.28025,583,163209,279.9468268
6218,203,1,9176,72051.66502,54,16404,303.7777778
6220,1954,22,8051.636364,72003.04094,577,180633,313.0554593
6221,87,1,3920,64369.14943,25,9429,377.16
6223,98,1,20076,88807.65306,17,2190,128.8235294
6224,479,6,9404.166667,82736.29436,151,52910,350.397351
6225,3504,62,9233.693548,88960.05993,1190,326069,274.007563
6226,356,7,4908.142857,88457.26124,112,47699,425.8839286
6227,334,5,5717.2,78861.60479,107,40845,381.728972
6228,96,1,8222,84866.08333,18,2237,124.2777778
6229,96,2,5971,76859.4375,23,11807,513.3478261
6230,19082,420,7989.590476,79465.61168,6044,2392187,395.7953342
6232,4559,105,8259.590476,77646.76267,1546,505630,327.0569211
6233,8270,159,7655.981132,83055.626,2773,918506,331.2318788
6236,967,13,5668.230769,82899.82213,298,171510,575.5369128
6237,1118,17,6326,80888.57782,327,774774,2369.33945
6239,1804,45,8852.044444,73328.24335,488,166882,341.9713115
6240,38,0,0,79969.84211,9,5903,655.8888889
6244,593,8,8126,72815.14334,139,41976,301.9856115
6251,150,0,0,65469.85333,33,10491,317.9090909
6252,37,1,2594,57155.05405,6,175,29.16666667
6253,227,3,7090.333333,71507.27753,81,42393,523.3703704
6254,174,3,7253.666667,74798.93678,58,20167,347.7068966
6255,1535,42,8431.428571,70695.76352,421,154233,366.3491686
6256,41,0,0,78172,10,7735,773.5
6258,2779,53,7829.358491,64504.24973,646,208211,322.3080495
6260,618,11,9259.636364,69243.60356,161,73429,456.0807453
6262,241,8,8088.875,68100.91286,57,14693,257.7719298
6271,1287,17,7683.941176,75356.87024,352,119088,338.3181818
6275,486,8,6825.75,69897.46502,176,52326,297.3068182
6280,11221,291,7806.04811,73458.95,3194,1179159,369.1793989
6281,3358,57,7521.403509,80581.10691,941,671668,713.781084
6282,649,5,3644.4,88221.86595,177,99330,561.1864407
6284,899,8,6501.625,72092.87987,245,117430,479.3061224
6285,4358,59,8054.016949,69270.92588,1132,437575,386.5503534
6286,234,4,11035.25,64028.30769,57,21816,382.7368421
6288,243,3,10019.33333,65263.48971,54,17757,328.8333333
6290,619,27,6266.592593,61802.64943,170,159552,938.5411765
6302,1399,41,8063.731707,74255.14582,407,141714,348.1916462
6304,649,16,11113.125,75410.02619,172,77443,450.25
6306,420,3,6787.666667,75648.31905,122,37888,310.557377
6308,663,9,6238.888889,77059.14781,147,43812,298.0408163
6309,120,1,15079,100160.3,27,7078,262.1481481
6311,206,6,6737.666667,68636.21845,50,9335,186.7
6312,2049,37,9177.405405,68558.97365,651,263157,404.235023
6313,70,0,0,91451.55714,19,4663,245.4210526
6315,928,23,10092.21739,71078.33297,242,105867,437.4669421
6316,156,2,7522,80982.12179,35,10938,312.5142857
6317,1766,27,7128.148148,64093.27746,442,150065,339.5135747
6318,204,3,10201.33333,88118.87255,55,14770,268.5454545
6320,254,6,7224,72789.06693,57,17731,311.0701754
6321,190,5,9816.4,65734.95789,58,15752,271.5862069
6322,96,2,11746,66361.53125,27,6907,255.8148148
6323,349,10,9258.5,64768.12894,97,33393,344.257732
6324,1333,29,9311.655172,62784.59565,446,171185,383.82287
6326,183,3,9007.333333,62064.35519,43,15943,370.7674419
6327,82,0,0,71456.96341,29,9332,321.7931034
6328,197,2,5053,72501.13706,39,11715,300.3846154
6330,14224,343,7604.772595,66853.1662,5896,2781578,471.7737449
6333,2147,64,8149.09375,67811.5524,719,301904,419.8942976
6335,356,7,9658,86288.66011,94,24552,261.1914894
6336,146,5,6110.6,82778.53425,33,11266,341.3939394
6337,317,3,4077.666667,88245.02208,61,11634,190.7213115
6338,322,8,7698.875,92795.07143,69,24033,348.3043478
6341,147,1,3039,99164.19728,23,3435,149.3478261
6343,114,3,14914.66667,87066.67544,18,5857,325.3888889
6346,374,0,0,93823.34759,79,19362,245.0886076
6348,417,8,9255.625,91140.80096,123,78228,636
6350,207,1,20076,77245.29469,32,6728,210.25
6352,93,1,18899,82555.83871,13,3015,231.9230769
6353,423,4,8453.75,80544.81797,79,21250,268.9873418
6355,305,1,643,115046.0557,43,11360,264.1860465
6356,82,0,0,127728.1098,13,4618,355.2307692
6357,51,0,0,56562.64706,4,643,160.75
6358,46,1,9037,58671.6087,6,1664,277.3333333
6359,245,3,11917,90026.21224,41,17521,427.3414634
6361,66,0,0,106693.4848,11,3732,339.2727273
6363,34,0,0,68329,4,4475,1118.75
6365,272,8,10860.75,84969.07353,62,15231,245.6612903
6367,177,4,8120.25,82271.96045,28,6916,247
6369,365,3,10439.33333,79758.09315,84,39582,471.2142857
6370,231,5,11876.2,78111.65801,50,27435,548.7
6372,71,2,4482.5,85038.4507,18,5610,311.6666667
6375,516,10,9062.9,76443.02326,108,71147,658.7685185
6383,444,11,10728.27273,93420.89865,94,17890,190.3191489
6386,46,0,0,117064.8913,12,6636,553
6390,784,12,10069.41667,94110.1773,286,71482,249.9370629
6391,533,9,7831.888889,69700.79362,136,67124,493.5588235
6392,257,5,11107,73760.58755,62,27724,447.1612903
6393,42,1,9537,67183.85714,7,2553,364.7142857
6394,58,3,3896.333333,59737.89655,16,2906,181.625
6395,964,16,10128.9375,67959.58402,238,114924,482.8739496
6396,174,4,9661,63484.77011,35,17067,487.6285714
6398,183,6,11461.66667,61443.77049,64,25341,395.953125
6401,2994,62,7682.806452,72871.32432,888,359169,404.4695946
6403,74,2,7530.5,87316.40541,21,4753,226.3333333
6405,147,1,12309,67336.63265,32,6229,194.65625
6407,488,8,6419,70841.76434,133,46877,352.4586466
6409,199,2,12870,77606.56784,35,7881,225.1714286
6410,383,12,12298.33333,74229.22193,80,28700,358.75
6411,64,0,0,114336.7188,7,2261,323
6415,1315,17,7848.117647,72769.4251,385,146480,380.4675325
6418,324,2,11083.5,95333.93519,88,32197,365.875
6420,63,1,8492,112498.8095,7,657,93.85714286
6421,72,0,0,85025.5,17,5136,302.1176471
6423,66,0,0,74178.07576,18,9318,517.6666667
6424,36,0,0,93664.27778,2,160,80
6425,57,1,12752,82378.54386,10,1746,174.6
6426,378,4,5026.25,98507.25132,117,55469,474.0940171
6429,308,8,10661,76357.87013,130,49912,383.9384615
6430,11563,106,7402,87703.05552,4765,1826231,383.2593914
6431,37,0,0,77354.48649,16,1022,63.875
6432,3442,56,8453.857143,79279.90703,1315,480956,365.7460076
6436,32,2,7545.5,63334.6875,10,3135,313.5
6437,198,1,1607,102511.7828,64,15281,238.765625
6438,248,2,6808,66194.68145,50,30208,604.16
6440,186,3,8661.333333,67317.93548,46,21763,473.1086957
6442,1028,8,7453.625,96487.83755,407,127657,313.6535627
6443,277,9,7700.222222,69273.45848,95,52515,552.7894737
6445,79,3,15761.33333,146872.481,20,10472,523.6
6446,77,0,0,138700.7273,16,5314,332.125
6447,70,0,0,116527.1571,12,7992,666
6448,133,1,667,72418.55639,28,12892,460.4285714
6450,6047,112,8282.669643,75376.43178,1762,681948,387.030647
6460,317,7,9976.285714,81376.20505,74,23404,316.2702703
6461,291,7,12099.85714,80227.50172,46,24469,531.9347826
6466,45,0,0,64213.6,5,5911,1182.2
6468,169,1,12176,97103.73373,16,3348,209.25
6472,102,0,0,76549.41176,13,9733,748.6923077
6475,170,2,5339.5,68899.49412,40,11669,291.725
6477,122,3,7703.333333,74470.39344,30,21655,721.8333333
6479,243,2,9373,65001.65844,57,27005,473.7719298
6485,202,5,11855.2,87616.08416,49,12820,261.6326531
6488,77,2,17052,77152.74026,14,2938,209.8571429
6490,80,1,19059,75673.4125,12,2410,200.8333333
6501,467,7,7062.571429,80632.21842,127,28401,223.6299213
6502,525,12,9041.75,78510.04381,173,77153,445.9710983
6503,896,13,4458.307692,67854.16741,195,63717,326.7538462
6504,47,1,5029,68028.55319,15,3005,200.3333333
6505,63,0,0,57187,17,12263,721.3529412
6507,271,4,6979.75,67821.92251,86,31961,371.6395349
6509,93,0,0,96992.60215,17,9798,576.3529412
6510,921,18,9449.722222,69076.25081,235,80985,344.6170213
6511,227,3,12201.33333,82834.59471,40,10890,272.25
6512,52,0,0,101625.9231,15,1814,120.9333333
6513,99,0,0,89695.90909,17,4624,272
6514,210,7,5012.714286,84004.29524,48,16005,333.4375
6515,174,3,6368.666667,74163.68966,41,33023,805.4390244
6516,753,17,9984.352941,80873.11155,201,53143,264.3930348
6517,228,3,12883.66667,70203.20614,49,14143,288.6326531
6518,90,0,0,81621.12222,26,9261,356.1923077
6519,240,5,4768.6,82188.80833,67,20092,299.880597
6521,129,0,0,77677.60465,26,11760,452.3076923
6522,253,5,8415,96113.94862,63,26882,426.6984127
6525,1476,34,8643.911765,90039.21409,418,127218,304.3492823
6528,211,6,7200,89420.4218,51,15445,302.8431373
6530,15500,293,7985.450512,77111.37245,5258,1597483,303.8195131
6532,2000,21,10647,80145.435,603,185417,307.4908789
6535,575,9,8739.444444,74252.79652,152,45397,298.6644737
6536,602,15,9112.333333,73224.21429,147,57379,390.3333333
6537,358,6,9396.333333,66310.36034,80,20168,252.1
6556,936,8,9438.625,75992.00748,295,91647,310.6677966
6558,337,4,3399,74365.03561,110,23621,214.7363636
6560,519,9,7676.666667,67487.69557,159,40620,255.4716981
6562,515,14,6793.428571,77687.60971,143,35024,244.9230769
6564,184,3,8026,76868.31522,65,37087,570.5692308
6566,1350,45,7399.844444,76606.74,434,172411,397.2603687
6567,42,1,13822,77559.80952,16,7056,441
6568,101,0,0,85268.0495,22,15906,723
6569,140,3,9974.333333,75283.85,34,14421,424.1470588
6571,62,0,0,75328.72581,10,1248,124.8
6574,37,0,0,78127.35135,8,1916,239.5
6575,85,1,19563,76948.82353,11,9327,847.9090909
6603,560,8,6337.375,80122.85893,121,39947,330.1404959
6606,113,3,13187.33333,74882.48673,28,13966,498.7857143
6608,54,2,16222.5,88306.12963,11,3329,302.6363636
6609,409,2,11174.5,75664.57946,88,59867,680.3068182
6612,117,0,0,93633.45299,24,32397,1349.875
6616,38,1,8678,66504.71053,5,460,92
6620,155,6,5960.833333,71152.29032,43,44127,1026.209302
6623,309,9,9883.111111,79988.19741,71,25309,356.4647887
6630,227,5,12901.4,75800.51542,64,18080,282.5
6635,58,1,17995,65770.44828,22,8432,383.2727273
6638,172,6,10548.16667,69978.4593,46,13824,300.5217391
6640,67,3,10064.66667,61790.37313,13,3314,254.9230769
6642,319,6,8668.833333,63407.9185,103,27644,268.3883495
6646,92,0,0,66326.27174,29,9591,330.7241379
6701,2519,57,7694.298246,67750.62842,776,194535,250.689433
6707,1357,8,8504.125,79629.51142,387,137416,355.0801034
6710,553,4,5150.75,134533.604,131,34410,262.6717557
6713,576,2,4537,126244.809,229,98429,429.8209607
6714,9187,41,9378.658537,108385.7615,3600,1651543,458.7619444
6716,329,1,2540,119736.9453,171,87830,513.625731
6718,299,8,8206.375,73614.699,104,40657,390.9326923
6720,1166,8,10024.625,109888.7101,472,179697,380.7139831
6721,2675,6,10287.33333,116986.1379,1047,568888,543.3505253
6722,5299,37,7458.027027,98852.61974,2000,852959,426.4795
6725,6519,83,8283.891566,73615.81485,1621,874936,539.7507711
6726,1047,9,4340.333333,78838.7001,319,176206,552.369906
6728,1603,23,7439.565217,74481.10917,504,221534,439.5515873
6740,369,12,6716.083333,77608.23577,111,53352,480.6486486
6743,3064,30,8277.933333,77963.27056,867,333424,384.5720877
6751,1597,5,9447.8,105550.2336,632,264915,419.1693038
6753,2511,13,8818.384615,106400.8789,1273,467620,367.3369992
6754,735,4,7096.5,116626.2299,299,124204,415.3979933
6760,62,0,0,79474.22581,25,11498,459.92
6765,558,15,6208.866667,59651.29391,91,57148,628
6770,555,14,9305.857143,64896.76757,126,53804,427.015873
6798,866,3,5867.666667,87079.98614,222,110211,496.4459459
6799,182,0,0,66038.0989,26,16795,645.9615385
