postcode,tax individuals,no pensions,avg pension,avg income,no donations,value donations,avg donation value
4486,286,4,12383.75,65218.24126,61,24847,407.3278689
4487,1397,33,7769.060606,63548.71725,335,188644,563.1164179
4488,76,2,4636.5,54013.73684,8,3283,410.375
4490,490,10,9260.6,61056.71633,101,40768,403.6435644
4492,137,1,14249,68817.81022,27,6403,237.1481481
4494,54,0,0,46271.42593,19,5907,310.8947368
4496,134,2,9473,58378.40299,30,5582,186.0666667
4497,107,0,0,62754.95327,19,9418,495.6842105
4498,80,1,9780,65150.9,18,3117,173.1666667
4500,18525,353,7397.325779,66389.52572,7806,2160966,276.8339739
4501,2319,60,7742.433333,58827.66322,986,241338,244.7647059
4502,4055,78,6459.051282,64838.71517,1837,564423,307.2525857
4503,17003,357,7027.921569,63237.60483,7328,1896117,258.7495906
4504,7738,132,7472.227273,67922.90876,3232,997370,308.592203
4505,7948,135,7745.096296,65302.04768,3115,810705,260.258427
4506,8326,195,7198.815385,59906.85864,2984,812265,272.2067694
4507,5249,313,7508.210863,68090.56068,2078,583495,280.7964389
4508,6697,189,7711.084656,56910.26071,2641,703430,266.3498675
4509,11097,217,7600.115207,72657.75894,4507,1330776,295.2686931
4510,15405,415,7556.893976,58450.66699,5359,1407706,262.680724
4511,2839,112,7937.8125,63695.60831,1102,266372,241.7168784
4512,1440,21,7984.952381,67534.04792,454,104986,231.246696
4514,2316,50,8534.38,63340.85104,816,176097,215.8051471
4515,1451,28,9616.964286,65664.9807,429,326626,761.3659674
4516,1712,19,8719.526316,65923.23481,613,155363,253.4469821
4517,278,11,5074.272727,65318.56835,104,39119,376.1442308
4518,1870,52,7014.423077,64102.56738,636,200497,315.2468553
4519,2978,72,6426.722222,62125.40396,1054,335532,318.341556
4520,5922,60,8955.1,95493.78251,2448,1589158,649.1658497
4521,1961,23,9869.043478,76534.48496,808,210012,259.9158416
4550,1652,37,8013.540541,64109.0799,585,147137,251.5162393
4551,20062,647,7865.128284,67608.31717,7720,2864621,371.0648964
4552,2983,125,7527.6,67798.25444,1103,593216,537.8204896
4553,2328,42,6407.642857,68779.35309,791,309287,391.0075853
4554,770,14,8075.142857,69408.31039,277,100654,363.3718412
4555,2764,70,8873.357143,65788.45984,1031,451112,437.5480116
4556,17022,485,7946.540206,73779.45165,6705,3643960,543.4690529
4557,7752,157,7185.242038,67887.73684,2762,890036,322.243302
4558,8014,240,8147.270833,63039.80896,2858,1095929,383.460112
4559,2460,47,6866.446809,66934.90041,868,358537,413.0610599
4560,11268,324,8072.580247,61618.89262,4326,1697829,392.4708738
4561,2921,81,8534.925926,65962.24341,958,298001,311.065762
4562,3069,50,7694.58,71067.74943,972,342992,352.872428
4563,3256,91,7585.923077,68133.94502,1054,361763,343.2286528
4564,4606,118,7799.211864,64454.23556,1641,939199,572.3333333
4565,5288,194,7710.262887,61453.63446,1757,538375,306.4171884
4566,3343,96,8410.895833,75271.74933,1081,683169,631.9787234
4567,5084,113,8286.336283,83410.16975,1593,3064901,1923.98054
4568,1365,38,7077.105263,61807.62784,449,163240,363.5634744
4569,538,13,7720.153846,62987.30297,170,47565,279.7941176
4570,13140,332,8094.054217,60269.71263,4039,1431272,354.3629611
4571,241,5,5861.8,64517.54357,67,59386,886.358209
4572,1840,32,9367.15625,75805.39565,641,237581,370.6411856
4573,10064,263,7987.319392,69358.79392,3464,1174116,338.948037
4574,411,5,10663.8,63572.01703,111,21843,196.7837838
4575,10198,239,7718.92887,76193.96578,3836,2031813,529.669708
4580,1009,60,8316.366667,62398.91972,347,110923,319.6628242
4581,419,9,8469.555556,57555.09069,131,38871,296.7251908
4600,215,4,7835.25,62193.71163,65,14927,229.6461538
4601,285,5,7023,64750.94035,77,16671,216.5064935
4605,1182,27,7045.888889,55530.81557,306,67656,221.0980392
4606,762,19,7473.157895,56364.91601,274,49673,181.2883212
4608,260,8,7826.75,59784.32692,92,26275,285.5978261
4610,4992,104,7848.788462,62528.08974,2246,615816,274.1834372
4611,36,0,0,54827.44444,5,468,93.6
4612,58,1,14463,63587.10345,16,4443,277.6875
4613,155,2,6132.5,54599.12258,31,13095,422.4193548
4614,300,6,6905.666667,60451.02,138,25681,186.0942029
4615,1863,50,7476.48,60118.13527,932,196170,210.4828326
4620,112,1,9458,58965.27679,31,20661,666.483871
4621,412,15,9631.266667,58859.44175,97,20645,212.8350515
4625,1000,23,8892.434783,55265.88,250,99804,399.216
4626,743,11,9771.272727,52641.20188,189,52783,279.2751323
4627,222,7,7241.714286,59788.03153,45,11426,253.9111111
4630,775,19,7783.315789,61697.09935,195,46447,238.1897436
4650,10393,259,8206.528958,59766.91148,3774,892012,236.3571807
4655,17910,661,7987.376702,63005.50408,6459,1672910,259.0044899
4659,1101,49,8098.326531,60778.78474,378,52536,138.984127
4660,2168,68,9104.176471,62522.85701,691,214092,309.829233
4662,171,7,7783.285714,59558.69591,55,9118,165.7818182
4670,27433,805,7755.995031,63256.90967,10238,2611544,255.0834147
4671,1608,41,7980.487805,62588.16045,537,106283,197.9199255
4673,223,4,6346.75,56459.19731,67,7408,110.5671642
4674,354,7,8516.285714,72721.62994,114,35483,311.254386
4676,55,2,5216,66223.27273,12,5279,439.9166667
4677,1255,24,6726.416667,76058.64223,460,109511,238.0673913
4678,377,5,5404.4,82468.49072,98,20740,211.6326531
4680,27324,289,7178.712803,100038.0465,11241,4212924,374.7819589
4694,137,2,10066,101433.9635,39,11869,304.3333333
4695,451,8,8111,89735.5765,157,31077,197.9426752
4697,69,1,12330,79139.07246,20,6137,306.85
4699,162,4,4861.25,72320.83333,47,12132,258.1276596
4700,7251,168,7882.779762,74301.82416,2820,956406,339.1510638
4701,18638,351,7871.179487,68814.15544,7464,1958883,262.4441318
4702,11119,187,8450.449198,73952.11017,3932,965184,245.4689725
4703,9203,168,8341.535714,79236.7265,3581,915652,255.6972913
4704,68,0,0,67677.13235,22,31642,1438.272727
4705,147,2,3046,59735.44218,41,10776,262.8292683
4707,82,2,12976,71617.73171,29,17088,589.2413793
4709,456,1,800,130093.7895,223,78268,350.9775785
4710,1695,38,8568.026316,74451.53274,623,156912,251.8651685
4711,783,7,4930.428571,80418.81609,302,99316,328.8609272
4712,161,3,6174.666667,65357.22981,38,10982,289
4713,156,12,6595.416667,49937.27564,36,13325,370.1388889
4714,796,26,8469.769231,64521.09799,313,56672,181.0607029
4715,3470,41,7819.829268,79556.25331,1455,670638,460.9195876
4716,351,5,11657,73273.53561,127,40846,321.6220472
4717,2232,9,6159.444444,102577.7415,954,301524,316.0628931
4718,987,13,9202.538462,86754.21175,319,69319,217.3009404
4719,411,3,9014.333333,68769.382,110,51224,465.6727273
4720,7149,55,7016.163636,85519.50525,2955,883871,299.1103215
4721,1573,18,9160.555556,85033.90019,491,177084,360.6598778
4722,763,4,11870.25,73949.87549,216,56519,261.662037
4723,656,7,10657.42857,78979.32012,224,53978,240.9732143
4724,256,5,9791.2,62485.44922,61,14663,240.3770492
4725,677,15,8632.8,69455.8582,237,56812,239.7130802
4726,143,5,7587.4,56541.54545,55,9042,164.4
4727,121,2,11599.5,57075.71074,29,6828,235.4482759
4728,78,0,0,61824,16,2493,155.8125
4730,1607,29,6930.206897,63225.41817,497,280876,565.1428571
4731,72,0,0,53612.69444,13,1439,110.6923077
4732,46,0,0,52254.47826,6,720,120
4735,509,12,8071.75,62358.54617,130,44592,343.0153846
4736,44,2,1811.5,67921.54545,14,1552,110.8571429
4737,3586,49,7328.755102,80840.39208,1467,329729,224.7641445
4738,454,4,11879,82393.27093,153,33218,217.1111111
4739,130,0,0,76318.14615,28,2876,102.7142857
4740,39781,576,7501.401042,81986.35482,17372,5400868,310.8950035
4741,3046,43,7308.44186,81126.37722,1164,249935,214.7207904
4742,435,1,7035,84077.63908,132,39947,302.6287879
4743,409,2,5560.5,108010.8313,212,49857,235.1745283
4744,4101,18,8396,110351.6491,1964,642324,327.0488798
4745,1222,14,7278.642857,104188.4771,572,161214,281.8426573
4746,895,2,7216,116582.6559,400,123365,308.4125
4750,2416,31,6480.774194,85139.5447,1066,284319,266.7157598
4751,2241,26,8054.807692,83146.12851,1016,194774,191.7066929
4753,1878,10,4047.8,86421.87966,787,173638,220.6327827
4754,1002,7,9525.285714,80363.09082,367,85055,231.7574932
4756,250,9,10059.33333,74322.74,92,27093,294.4891304
4757,110,2,8855,72347.75455,38,9446,248.5789474
4798,372,6,7857.166667,76585.01344,134,28340,211.4925373
4799,349,12,8742.916667,74783.05731,160,32301,201.88125
4800,3728,57,6760.754386,69877.03085,1715,275705,160.7609329
4801,121,0,0,46870,38,8172,215.0526316
4802,5178,86,6710.395349,68030.01313,1907,355674,186.5097011
4803,696,2,1381.5,51001.34914,224,61492,274.5178571
4804,706,9,8489.555556,81340.43909,288,64845,225.15625
4805,4304,74,7647.675676,70133.26324,1546,293258,189.6882277
4806,1642,33,8350.727273,61169.90682,451,88258,195.6940133
4807,4967,99,8582.676768,65151.77351,1836,304981,166.1116558
4808,481,5,2576.6,64496.15593,175,24663,140.9314286
4809,364,9,9820.777778,64093.09615,102,20555,201.5196078
4810,11300,159,7158.572327,80937.21522,4583,1822752,397.7202706
4811,5462,80,7484.8375,72314.72464,2431,591240,243.2085561
4812,8536,181,7055.18232,68465.81806,3811,1252563,328.6704277
4813,671,1,485,56419.72876,278,43619,156.9028777
4814,19938,366,7732.721311,70862.81202,9096,2585649,284.2622032
4815,8245,215,6952.637209,63950.86319,3730,660896,177.1839142
4816,3103,72,7324.611111,67722.0506,1034,296351,286.606383
4817,14161,289,7318.543253,67916.20415,6557,1238692,188.9113924
4818,12161,181,7908.441989,69896.62372,5323,896694,168.4565095
4819,790,24,7712.666667,62998.15949,312,98831,316.7660256
4820,3807,87,7751.735632,68551.96454,1271,350116,275.4649882
4821,576,10,5834.1,63846.46181,237,34506,145.5949367
4822,352,4,8943.75,60994.30398,85,12175,143.2352941
4823,378,4,13289,65659.80159,93,23928,257.2903226
4824,1318,19,8038.105263,79868.60622,536,131093,244.5764925
4825,10150,101,7985.940594,84826.82286,4003,1349070,337.0147389
4828,56,2,9504.5,59380.73214,16,2258,141.125
4829,209,2,4172,65337.93301,47,16967,361
4830,327,7,8712,57741.7156,55,14053,255.5090909
4849,493,14,7199.714286,63340.2069,157,40288,256.611465
4850,4356,101,7691.980198,61631.83425,1944,333421,171.5128601
4852,1365,21,10629.28571,63048.67399,467,109093,233.6038544
4854,2391,34,6220.147059,56581.31535,832,136213,163.7175481
4855,275,4,4017.25,55072.87636,105,13769,131.1333333
4856,250,2,13093.5,61944.628,83,9727,117.1927711
4858,611,10,8059.8,60901.70049,219,29202,133.3424658
4859,229,3,6519.333333,57123.61135,78,13381,171.5512821
4860,4310,92,7611.478261,57263.83063,1615,333576,206.5486068
4861,519,13,7827.153846,61393.80154,220,35012,159.1454545
4865,3180,82,8724.646341,64563.76855,1202,267252,222.3394343
4868,8801,191,7860.942408,62254.72912,4071,907024,222.8012773
4869,7362,164,7332.219512,60920.02282,3229,717454,222.1907711
4870,32389,634,7460.968454,67018.8033,13030,4172532,320.2250192
4871,3749,98,8655.265306,59582.08936,1124,342684,304.8790036
4872,1401,31,8332.387097,63984.32263,394,145835,370.1395939
4873,2512,65,8555.661538,58642.85947,773,221240,286.2095731
4874,2223,14,8750.214286,84386.57265,594,321749,541.6649832
4875,1995,41,8216.707317,61318.01353,380,194077,510.7289474
4876,570,13,9574.538462,54714.44035,82,22883,279.0609756
4877,2383,45,6760.133333,57253.06337,602,150580,250.1328904
4878,5604,122,7376.352459,65643.0844,2348,615159,261.9927598
4879,8649,179,7099.564246,69410.11978,3395,881338,259.5988218
4880,4654,113,8201.39823,59499.57241,1420,366684,258.228169
4881,1588,31,7238.645161,62681.44899,566,198188,350.155477
4882,1130,28,7436.464286,62820.99735,427,87869,205.7822014
4883,2925,86,8094.930233,59982.51624,1151,291390,253.1624674
4884,731,17,6489.117647,70581.39672,279,2096572,7514.594982
4885,1428,29,7844,65927.87465,725,184763,254.8455172
4886,254,6,7080.5,59279.55906,100,23228,232.28
4887,569,19,9121.052632,58098.24956,241,61513,255.2406639
4888,722,25,10331.64,61477.69806,237,78275,330.2742616
4890,486,5,7368.4,64073.84774,94,16880,179.5744681
4891,245,4,2867,62461.31837,50,7706,154.12
4895,1331,24,6865.166667,58606.58152,314,99489,316.843949
5000,5576,56,8455.053571,82657.58608,2052,1871320,911.9493177
5006,3329,60,7862.916667,114172.0799,1313,1748136,1331.405941
5007,2945,45,7985.822222,64459.42445,1162,380352,327.3253012
5008,5111,81,8425.975309,59513.2974,1943,532032,273.8198662
5009,2139,45,6520.8,60548.31276,809,237644,293.750309
5010,1857,33,8907.69697,55659.18578,647,147266,227.6136012
5011,4753,84,7261.22619,62257.32737,1871,483923,258.6440406
5012,3515,54,6837,53722.20569,1087,320107,294.4866605
5013,3631,75,7678.306667,56880.27045,1345,362379,269.4267658
5014,4859,102,7619.127451,58649.09735,2003,523775,261.4952571
5015,2725,50,6582.1,62052.32257,1120,309627,276.4526786
5016,3865,83,7197.638554,67264.17542,1722,575976,334.4808362
5017,1799,51,7928.686275,57772.21067,751,153221,204.0226365
5018,2791,53,6745.924528,68379.23253,1281,306993,239.6510539
5019,3948,102,7396.627451,67815.69098,1770,636071,359.3621469
5020,1444,50,7941.76,73225.97992,642,233475,363.6682243
5021,2783,126,7349.563492,80120.46748,1155,2983498,2583.115152
5022,7504,219,7090.926941,82823.4455,3289,1706838,518.9534813
5023,6246,175,8501.045714,57575.41803,2351,590280,251.0761378
5024,6202,227,7437.511013,72217.67881,2643,949448,359.2311767
5025,3514,100,7816.92,65856.14513,1472,464671,315.6732337
5031,4293,49,7826.918367,65514.4342,1697,633413,373.2545669
5032,5638,155,7415.754839,68334.86165,2227,768518,345.091154
5033,3448,69,8491.043478,58932.40516,1261,361441,286.630452
5034,4992,106,6893.518868,88233.39603,2229,1583786,710.5365635
5035,2763,67,7368.701493,67654.58958,1133,476899,420.9170344
5037,4372,132,7935.674242,62463.56633,1761,573550,325.6956275
5038,6755,180,7807.683333,60872.00252,2658,854307,321.4097065
5039,3690,93,6871.752688,62503.7374,1552,522552,336.6958763
5040,995,42,8034.738095,81357.43819,444,155358,349.9054054
5041,6207,191,6918.701571,75587.86966,2864,1345076,469.6494413
5042,3975,157,7198.821656,62257.80604,1544,677580,438.8471503
5043,6916,287,7704.89547,59470.89676,2879,1109705,385.4480722
5044,5133,196,7421.55102,78900.63121,2308,1143752,495.559792
5045,8014,206,7441.509709,82239.93836,3248,1649815,507.947968
5046,3732,178,7360.438202,61291.67738,1618,536228,331.4140915
5047,3157,108,7759.287037,59975.35857,1291,376298,291.4779241
5048,6231,269,6445.356877,75643.86102,2914,1680789,576.7978723
5049,4661,127,7091.11811,73705.11264,1967,835571,424.7946111
5050,2461,124,6775.951613,73900.59447,1145,709077,619.2812227
5051,6817,238,6095.802521,72370.60393,3187,1532390,480.8252275
5052,3077,139,6242.705036,78789.87683,1489,848215,569.6541303
5061,5202,79,7232.632911,117875.6671,2195,1918417,873.9940774
5062,7496,198,7379.873737,97353.19277,3336,5249132,1573.480815
5063,5839,115,7499.53913,86590.07621,2575,1627245,631.9398058
5064,4770,156,7113.320513,104500.23,2050,2473498,1206.58439
5065,4898,148,7967.682432,107971.4334,2168,5208104,2402.261993
5066,6054,144,7115.409722,111196.0491,2665,4327615,1623.870544
5067,5151,95,7349.694737,88686.2219,2146,1541005,718.082479
5068,5691,165,7848.921212,97158.58303,2479,7554570,3047.426382
5069,4103,75,7658.08,105136.6305,1772,1417171,799.7579007
5070,6123,194,8110.675258,69919.00359,2481,1223684,493.2220879
5072,5591,157,6979.464968,78627.6269,2299,1136326,494.2696825
5073,6376,208,7678.283654,68770.96612,2613,1245392,476.6138538
5074,5008,161,7937.453416,60769.86302,2023,597253,295.2313396
5075,4448,164,6665.237805,64973.78665,1902,649320,341.3880126
5076,4406,106,5887.103774,66799.17408,1875,698067,372.3024
5081,4452,91,6837.021978,122871.3348,1893,1963182,1037.074485
5082,6935,118,7592.745763,75174.03562,2823,1385665,490.8483882
5083,3340,79,7577.898734,67036.33323,1351,491615,363.8897113
5084,3085,53,9140,52518.46288,946,283537,299.7219873
5085,7016,172,8078.936047,62566.71152,2539,858068,337.9551004
5086,6480,176,8284.659091,59356.01651,2555,905790,354.5166341
5087,4354,123,7347.544715,61120.99954,1682,579992,344.82283
5088,1369,30,7635.566667,55517.16143,516,166942,323.5310078
5089,3188,96,7282.333333,68241.83093,1344,458045,340.8072917
5090,3028,149,7680.436242,58330.24736,1301,412466,317.0376633
5091,3342,120,6196.966667,64574.60622,1387,539318,388.8377794
5092,7435,190,6946.115789,58653.30733,2995,846235,282.5492487
5093,3465,119,7542.907563,57345.78009,1314,409500,311.6438356
5094,334,11,6303.818182,61851.00299,109,42517,390.0642202
5095,8586,143,7346.083916,64248.81155,3171,883028,278.4698833
5096,5778,116,6684.12931,57478.43302,2164,613399,283.4560998
5097,6198,180,7022.433333,60470.11972,2491,719957,289.0232838
5098,4636,161,7655.534161,57813.71527,1808,463833,256.5448009
5106,68,1,8392,65558.27941,20,9124,456.2
5107,6041,146,7726.239726,53222.36285,2121,460017,216.8868458
5108,13968,316,8392.64557,52786.80455,5043,974094,193.1576443
5109,8095,243,7189.395062,57516.34392,3127,740923,236.943716
5110,3115,51,9030.352941,55344.10465,1135,181300,159.7356828
5111,263,0,0,65440.52091,118,25551,216.5338983
5112,5551,176,8280.551136,53830.59287,2116,402927,190.4191871
5113,4394,146,8136.513699,48271.09376,1546,345196,223.2833118
5114,13080,322,7872.732919,56750.52401,4952,1037080,209.4264943
5115,3356,93,9005.010753,53307.02175,1176,197431,167.8835034
5116,3149,104,7885.336538,59364.47063,1166,288190,247.161235
5117,1248,9,9089.444444,62136.49599,440,97830,222.3409091
5118,7831,199,7780.291457,64844.34606,3004,859589,286.1481358
5120,973,18,8064.333333,58684.2703,250,59309,237.236
5121,418,6,5106,53685.98565,134,23967,178.858209
5125,8990,215,7092.576744,68038.09967,3718,1094845,294.47149
5126,3349,94,6386.031915,61263.44192,1354,380566,281.0679468
5127,3864,99,7747.262626,63683.76553,1673,540790,323.2456665
5131,498,5,6791.8,68956.33133,186,122165,656.8010753
5132,195,5,10153,85442.49231,75,23400,312
5133,216,3,6786.666667,76132.89352,85,104071,1224.364706
5134,158,4,10694,77030.3038,63,47562,754.952381
5136,204,5,6687.4,90714.36765,76,81710,1075.131579
5137,269,2,8035.5,80027.35688,100,57879,578.79
5138,114,1,6818,95303.67544,52,40089,770.9423077
5139,109,2,8083.5,84177.54128,27,13043,483.0740741
5140,211,2,1992,81249.75829,90,35489,394.3222222
5141,318,4,7144.75,79867.36164,141,145765,1033.794326
5142,337,9,6156.111111,82137.36795,129,79269,614.4883721
5144,171,3,7956,77886.77193,63,37161,589.8571429
5151,197,2,3100,86946.60406,80,35386,442.325
5152,3242,84,6816.095238,96856.92227,1361,1304437,958.4401176
5153,2846,47,6163.297872,81270.5889,1096,737165,672.5958029
5154,1757,41,8064.585366,95471.00569,765,510670,667.5424837
5155,1889,38,6465.394737,70231.77025,812,402584,495.7931034
5156,481,9,6829.333333,76072.91892,193,84330,436.9430052
5157,1351,27,6723.037037,71961.2154,518,220114,424.9305019
5158,11958,248,6424.770161,61712.29403,5116,1409368,275.4824081
5159,15742,444,6742.427928,64357.02414,6706,2210783,329.6723829
5160,131,0,0,83460.22901,33,23704,718.3030303
5161,4243,133,7172.097744,55614.82395,1672,357474,213.8002392
5162,13774,407,7301.061425,55622.73203,5674,1222612,215.4762073
5163,5022,132,7528.833333,54347.53883,1980,473736,239.2606061
5164,1384,48,7957.5625,50599.56358,561,113110,201.6221034
5165,1849,67,7670.134328,55730.20173,707,220907,312.45686
5166,645,24,8614.666667,54358.14419,249,47390,190.3212851
5167,2380,64,7512.9375,60800.43235,965,280575,290.7512953
5168,2101,58,8748.896552,55162.46644,798,172175,215.7581454
5169,6271,165,7767.939394,58298.08978,2380,537519,225.8483193
5170,494,17,6450.352941,56862.73887,199,44548,223.8592965
5171,2617,82,7757.97561,65807.69698,938,305375,325.5597015
5172,1796,48,7360.791667,66453.0451,654,298505,456.4296636
5173,4577,146,7886.184932,57694.61896,1677,477819,284.9248658
5174,1008,24,9431,57895.33135,327,83743,256.0948012
5201,812,14,7958.928571,67085.02956,249,81397,326.8955823
5202,342,7,6812.714286,57462.38596,89,27313,306.8876404
5203,445,17,8590.588235,58373.99551,166,50921,306.753012
5204,806,35,7360.685714,60765.76179,246,148057,601.8577236
5210,773,13,11718.38462,62792.17723,258,78724,305.1317829
5211,4674,340,7809.064706,59695.44052,1865,767068,411.2965147
5212,657,62,5957.548387,56437.69406,273,98829,362.010989
5213,457,15,5204.6,64976.17287,181,57882,319.7900552
5214,2381,175,7293.725714,58462.20958,794,642749,809.5075567
5220,147,4,7141.75,52100,19,9765,513.9473684
5221,99,4,7134.25,55151.21212,19,7513,395.4210526
5222,258,18,9443.111111,62517.04651,60,74180,1236.333333
5223,1348,29,7513.137931,54410.52967,262,150882,575.8854962
5231,519,6,8022.833333,79940.48362,183,62178,339.7704918
5232,178,5,10457.6,76383.18539,68,21461,315.6029412
5233,636,12,7108.583333,66019.60692,195,77269,396.2512821
5234,645,18,6261,64427.02016,219,88386,403.5890411
5235,884,21,8410.904762,63050.6595,281,238439,848.5373665
5236,98,0,0,62674.35714,24,2997,124.875
5237,111,5,8347.2,58140.62162,27,9928,367.7037037
5238,1226,38,8930.157895,55028.90865,337,89971,266.9762611
5240,231,6,7510.166667,69815.5671,89,38505,432.6404494
5241,1082,22,8017.136364,61879.37061,364,116443,319.8983516
5242,760,21,7340.714286,78309.66316,297,141374,476.006734
5243,428,10,6543.6,121340.3131,163,86252,529.1533742
5244,1777,42,9206.666667,66848.95329,659,272580,413.6267071
5245,1442,46,7666.434783,77708.84743,588,384308,653.585034
5250,1576,34,7248.794118,70011.65799,666,335205,503.3108108
5251,5939,166,7828.939759,65587.06584,2100,868541,413.5909524
5252,2684,45,6365,61672.51751,958,358248,373.954071
5253,6470,201,8080.303483,53867.93199,1842,598972,325.17481
5254,779,15,6518.533333,57381.03466,221,70754,320.1538462
5255,3521,112,7640.366071,60355.56149,1097,431690,393.5186873
5256,393,14,8430,53936.40204,127,28687,225.8818898
5259,273,7,3241.571429,57769.92674,67,12810,191.1940299
5260,611,28,7437.964286,53773.15385,157,34575,220.2229299
5261,151,2,12213,70423.95364,26,14928,574.1538462
5262,207,4,8488.75,61909.69565,40,117826,2945.65
5263,117,0,0,77430.21368,22,18829,855.8636364
5264,502,16,10498.8125,59442.84661,121,63698,526.4297521
5265,135,4,15630.5,62265.0963,25,13817,552.68
5266,274,6,11083.33333,59625.23723,58,31501,543.1206897
5267,871,10,10265.1,59050.19633,222,157407,709.0405405
5268,1739,26,7590.576923,55882.86371,450,126621,281.38
5269,82,1,8095,56170.65854,25,7331,293.24
5270,270,4,10483,59033.1,67,43377,647.4179104
5271,3386,73,9317,60495.8225,865,366857,424.1121387
5272,392,6,8633.666667,67805.03061,83,15795,190.3012048
5273,65,0,0,60727.41538,22,7284,331.0909091
5275,925,21,9407.571429,61776.8973,203,275423,1356.763547
5276,532,10,7472.8,63157.47368,124,60606,488.7580645
5277,1126,25,7896.08,60265.11545,263,185070,703.6882129
5278,225,3,6024,69470.29778,45,13357,296.8222222
5279,123,5,5351.6,59063.69919,28,7107,253.8214286
5280,2815,59,8162.542373,65014.10728,737,274186,372.0298507
5290,11378,277,7374.151625,64364.50765,3220,1015236,315.2906832
5291,2569,38,8861.210526,81678.11327,611,178011,291.3436989
5301,166,4,6273,55343.71084,38,11448,301.2631579
5302,345,6,11285.33333,59334.1971,90,17682,196.4666667
5303,57,0,0,59394.21053,10,7194,719.4
5304,371,6,8475.166667,56588.71698,87,17479,200.908046
5306,29,0,0,41655.65517,6,6138,1023
5307,201,7,12069.42857,54747.29353,40,22637,565.925
5311,54,0,0,59318.92593,11,3511,319.1818182
5320,171,2,11481,60373.97076,49,8322,169.8367347
5321,89,4,9398.75,53221.42697,29,1812,62.48275862
5322,154,1,12821,58741.75974,40,22303,557.575
5330,1499,38,7906,56575.08005,517,252492,488.3791103
5331,115,1,11012,53939.31304,37,25328,684.5405405
5332,151,4,5360.25,62049.38411,42,11144,265.3333333
5333,2449,75,7301.466667,58084.55329,741,259283,349.9095816
5340,534,16,8657.875,53132.15918,157,40746,259.5286624
5341,2980,70,8156.528571,54992.10403,936,228032,243.6239316
5342,366,6,8780.833333,54917.09836,119,41018,344.6890756
5343,2091,64,7399.484375,59168.60306,779,207245,266.0397946
5344,251,9,5490.555556,55053.20717,70,13471,192.4428571
5345,1317,31,8382.677419,56669.80638,365,69753,191.1041096
5346,121,2,4801.5,52193.17355,33,6414,194.3636364
5350,164,3,7555,66732.64024,42,7869,187.3571429
5351,2503,60,7539.716667,64313.35557,903,291055,322.3200443
5352,2379,46,6655.478261,69320.48844,918,469102,511.0043573
5353,1541,34,9072.705882,67171.41921,573,225413,393.390925
5354,116,5,9650,56007.18966,28,161036,5751.285714
5355,3156,74,7282.783784,61448.22909,1216,457111,375.9136513
5356,321,4,8769.5,58588.15265,91,21435,235.5494505
5357,105,2,9166.5,54416.65714,30,10177,339.2333333
5360,540,8,7432,66523.99074,197,103776,526.7817259
5371,616,12,8418.5,62673.51299,211,154464,732.056872
5372,881,17,9154.882353,61248.27469,296,62510,211.1824324
5373,1289,38,7582.684211,65966.83708,428,158338,369.9485981
5374,480,13,9666.384615,57698.50833,127,46059,362.6692913
5381,126,1,3813,56036.48413,24,10694,445.5833333
5400,322,4,8432,63362.47516,97,19022,196.1030928
5401,310,11,9329.363636,59878.54516,110,58027,527.5181818
5410,87,1,18225,63794.64368,30,6289,209.6333333
5411,132,2,3721.5,59419.53788,46,71002,1543.521739
5412,427,10,5784,62563.99766,126,143922,1142.238095
5413,322,7,6318.714286,64739.57143,90,37224,413.6
5414,41,1,25412,51891.41463,15,12728,848.5333333
5415,67,2,5609.5,64889.35821,30,10468,348.9333333
5416,83,1,16530,60275.6988,24,5017,209.0416667
5417,530,14,7959.285714,60842.54151,159,63661,400.3836478
5418,34,0,0,55961.73529,13,6857,527.4615385
5419,83,3,6924.333333,85773.61446,32,11669,364.65625
5422,453,27,8792.962963,54198.03311,146,42962,294.260274
5431,332,5,6100,59488.36145,112,34841,311.0803571
5432,70,0,0,61432.92857,29,6238,215.1034483
5433,501,16,8162.4375,70393.83832,275,52557,191.1163636
5434,160,3,10237.33333,62588.075,62,11925,192.3387097
5440,120,0,0,64634.675,30,9806,326.8666667
5451,292,3,3646,61577.56849,98,34389,350.9081633
5452,188,3,10232,59442.62766,74,25673,346.9324324
5453,2234,59,7902.728814,64486.99508,764,297841,389.8442408
5454,153,7,7879.428571,60541.45752,52,14656,281.8461538
5460,270,3,7261,64268.34074,107,21709,202.8878505
5461,967,19,7091.526316,63803.88211,566,183963,325.0229682
5462,219,4,11456,68234.12785,66,24000,363.6363636
5464,195,2,6880.5,64659.40513,62,15578,251.2580645
5470,49,3,9059.666667,68775.12245,9,3538,393.1111111
5471,43,0,0,63987.32558,10,2800,280
5472,46,1,11033,65583.84783,15,3212,214.1333333
5473,249,7,7692.285714,62382.49799,79,26083,330.164557
5480,324,8,7503.125,64880.74383,98,23849,243.3571429
5481,194,5,8613.2,54891.74742,69,17710,256.6666667
5482,201,3,11678.66667,60797.9403,50,22136,442.72
5483,133,5,4731.2,64484.24812,50,10515,210.3
5485,230,5,8523.8,71620.80435,108,22548,208.7777778
5490,50,0,0,62202.4,12,1699,141.5833333
5491,763,7,9620.142857,69431.24509,274,86965,317.3905109
5495,150,6,9749.333333,62757.19333,62,12571,202.7580645
5501,2974,54,8025.055556,60568.38097,986,234931,238.2667343
