postcode,no of collectors,avg streets,new coll ratio,total collected,total donated,total received,avg collected,avg donated,avg received,avg coll age,no weekends,prof ratio,no prof coll,profitable
2346,4,5,0.75,263.9,0,263.9,65.98,0,65.98,67,4,0.25,4,0
2350,65,2.52,0.69,6339.8,270,6609.8,97.54,4.15,101.69,62.89,4,0.54,65,1
2357,8,3.13,0.63,888.45,0,888.45,111.06,0,111.06,67.6,4,0.75,8,1
2358,3,1,1,157,50,207,52.33,16.67,69,65,4,0.33,3,0
2360,27,1.7,0.63,1906.8,40,1946.8,70.62,1.48,72.1,61.13,4,0.37,27,0
2370,15,3.8,0.8,929.3,45,974.3,61.95,3,64.95,69.25,4,0.27,15,0
2372,12,2.33,0.58,676.8,0,676.8,56.4,0,56.4,63.83,4,0.25,12,0
2380,27,2.15,0.56,2258.25,250,2508.25,83.64,9.26,92.9,65,4,0.56,27,1
2381,4,1.5,0,413.3,0,413.3,103.33,0,103.33,66.67,4,0.5,4,1
2390,18,3.39,0.5,1574.85,30,1604.85,87.49,1.67,89.16,66,4,0.44,18,1
2400,9,5.44,0.78,674.5,20,694.5,74.94,2.22,77.17,61.6,4,0.33,9,1
2402,4,3,0.75,435,0,435,108.75,0,108.75,72,4,0.5,4,1
2420,8,3.13,0.63,809,90,899,101.13,11.25,112.38,61.25,4,0.75,8,1
2422,12,1.83,0.5,757.75,200,957.75,63.15,16.67,79.81,68.8,4,0.33,12,1
2423,5,3,0.8,370.15,0,370.15,74.03,0,74.03,71.5,4,0.6,5,0
2428,101,2.06,0.55,8402.7,120,8522.7,83.2,1.19,84.38,68.65,4,0.43,101,1
2429,23,2.22,0.7,1641.25,54,1695.25,71.36,2.35,73.71,65,4,0.39,23,0
2430,93,2.16,0.65,7562.85,220,7782.85,81.32,2.37,83.69,66.58,4,0.48,93,1
2431,19,2.37,0.53,1825.25,5,1830.25,96.07,0.26,96.33,67.55,4,0.63,19,1
2439,10,3.6,0.8,706.25,0,706.25,70.63,0,70.63,67.6,4,0.3,10,0
2440,27,1.96,0.48,2498.9,140,2638.9,92.55,5.19,97.74,64.93,4,0.48,27,1
2441,7,2.29,0.57,410,200,610,58.57,28.57,87.14,72,4,0.43,7,1
2443,39,2.23,0.59,3101.5,272,3373.5,79.53,6.97,86.5,64.36,4,0.41,39,1
2444,144,2.81,0.65,11520.35,450,11970.35,80,3.13,83.13,67.65,4,0.43,144,1
2445,22,2.5,0.59,1647.35,90,1737.35,74.88,4.09,78.97,65.58,4,0.45,22,1
2446,24,1.08,0.42,1677.9,20,1697.9,69.91,0.83,70.75,70.07,4,0.38,24,0
2447,16,2.75,0.75,854.8,70,924.8,53.43,4.38,57.8,68.18,4,0.31,16,0
2448,35,2.11,0.66,2428.5,49.3,2477.8,69.39,1.41,70.79,63.86,4,0.34,35,0
2449,1,1,0,45,0,45,45,0,45,75,4,0,1,0
2450,95,2.93,0.6,7461.3,425,7886.3,78.54,4.47,83.01,67.74,4,0.4,95,1
2452,48,2.92,0.56,3356.8,15,3371.8,69.93,0.31,70.25,61.92,4,0.31,48,0
2453,6,1,0.33,338,5,343,56.33,0.83,57.17,77.5,4,0.33,6,0
2454,13,2.77,0.46,817.5,0,817.5,62.88,0,62.88,63.67,4,0.31,13,0
2455,17,2.76,0.76,1468.5,50,1518.5,86.38,2.94,89.32,62.73,4,0.35,17,1
2456,46,2.04,0.48,3507.55,80,3587.55,76.25,1.74,77.99,59.76,4,0.39,46,1
2460,54,2.5,0.52,3493.9,190,3683.9,64.7,3.52,68.22,67.81,4,0.3,54,0
2463,15,3.33,0.53,950.7,50,1000.7,63.38,3.33,66.71,62.5,4,0.33,15,0
2464,28,2.14,0.57,2353,186,2539,84.04,6.64,90.68,68.85,4,0.5,28,1
2466,7,2.29,0.43,2356.1,60,2416.1,336.59,8.57,345.16,74,4,0.57,7,1
2469,2,5,1,83.3,0,83.3,41.65,0,41.65,,4,0,2,0
2470,36,2.86,0.5,2437.95,175,2612.95,67.72,4.86,72.58,64.86,4,0.36,36,0
2471,5,1,0.6,62.2,80,142.2,12.44,16,28.44,70,4,0,5,0
2473,12,1.75,0.58,931.7,30,961.7,77.64,2.5,80.14,69,4,0.5,12,1
2474,9,3,0.44,760,40,800,84.44,4.44,88.89,71.86,4,0.56,9,1
2477,42,2.67,0.64,3841.75,265,4106.75,91.47,6.31,97.78,66.41,4,0.6,42,1
2478,77,3.01,0.58,6658.2,139,6797.2,86.47,1.81,88.28,66.48,4,0.42,77,1
2479,3,1,0.33,339.4,0,339.4,113.13,0,113.13,63,4,1,3,1
2480,82,2.34,0.62,6691.25,254,6945.25,81.6,3.1,84.7,61.8,4,0.41,82,1
2481,17,5.18,0.82,1832.25,0,1832.25,107.78,0,107.78,64.1,4,0.47,17,1
2482,19,1.53,0.58,969.4,25,994.4,51.02,1.32,52.34,66.71,4,0.16,19,0
2483,26,2.77,0.54,2246.75,0,2246.75,86.41,0,86.41,63.39,4,0.42,26,1
2484,21,2.95,0.62,1396.85,8,1404.85,66.52,0.38,66.9,68.5,4,0.33,21,0
2485,32,3.56,0.75,2255.45,70,2325.45,70.48,2.19,72.67,70.81,4,0.38,32,0
2486,87,3.75,0.68,6007.35,120,6127.35,69.05,1.38,70.43,65.3,4,0.36,87,0
2487,29,2.79,0.69,2204.9,175,2379.9,76.03,6.03,82.07,65.53,4,0.34,29,1
2488,9,1.22,0.56,691.3,10,701.3,76.81,1.11,77.92,63.8,4,0.67,9,1
2489,18,2.72,0.5,1427.85,60,1487.85,79.33,3.33,82.66,59.44,4,0.44,18,1
2490,1,1,0,60,0,60,60,0,60,65,4,0,1,0
2500,59,2.31,0.64,5168.85,180,5348.85,87.61,3.05,90.66,63.55,4,0.47,59,1
2502,19,2.32,0.53,1532.4,38,1570.4,80.65,2,82.65,63.86,4,0.37,19,1
2505,7,4.86,0.71,490.5,0,490.5,70.07,0,70.07,67,4,0.43,7,0
2506,13,4.85,0.54,996.55,30,1026.55,76.66,2.31,78.97,63,4,0.54,13,1
2508,18,2.5,0.56,932.55,156,1088.55,51.81,8.67,60.48,57.4,4,0.39,18,0
2515,30,2.37,0.6,2707.05,0,2707.05,90.24,0,90.24,64.43,4,0.5,30,1
2516,17,1.65,0.65,1389.9,0,1389.9,81.76,0,81.76,55.2,4,0.59,17,1
2517,42,2.69,0.64,3581.3,10,3591.3,85.27,0.24,85.51,65.38,4,0.55,42,1
2518,46,1.65,0.61,4008.6,410,4418.6,87.14,8.91,96.06,66.08,4,0.59,46,1
2519,44,2.18,0.64,4836.85,30,4866.85,109.93,0.68,110.61,62.61,4,0.52,44,1
2525,30,1.37,0.4,3262.5,20,3282.5,108.75,0.67,109.42,58.73,4,0.57,30,1
2526,44,1.82,0.52,3976.35,230,4206.35,90.37,5.23,95.6,57.05,4,0.52,44,1
2527,33,2.82,0.55,1992.75,220,2212.75,60.39,6.67,67.05,61.6,4,0.27,33,0
2528,41,2.54,0.51,3020.05,72,3092.05,73.66,1.76,75.42,63.91,4,0.44,41,1
2529,34,3.91,0.56,3961.65,190,4151.65,116.52,5.59,122.11,60.13,4,0.5,34,1
2530,70,2.64,0.63,5500.55,85,5585.55,78.58,1.21,79.79,59.71,4,0.4,70,1
2533,52,2.56,0.44,5598.6,367,5965.6,107.67,7.06,114.72,66.13,4,0.63,52,1
2534,21,2.95,0.62,1999.2,60,2059.2,95.2,2.86,98.06,62.71,4,0.62,21,1
2535,33,2.36,0.7,3130.25,203.25,3333.5,94.86,6.16,101.02,69.57,4,0.58,33,1
2536,78,3.14,0.63,6224.55,300,6524.55,79.8,3.85,83.65,68.9,4,0.5,78,1
2537,19,1.21,0.63,1404.9,120,1524.9,73.94,6.32,80.26,72.11,4,0.63,19,1
2538,8,2,0.75,888.45,30,918.45,111.06,3.75,114.81,63.25,4,0.75,8,1
2539,78,2.87,0.68,5222.1,265,5487.1,66.95,3.4,70.35,66.87,4,0.41,78,0
2540,113,2.81,0.65,9062.4,552.5,9614.9,80.2,4.89,85.09,64.15,4,0.54,113,1
2541,75,2.53,0.57,6063.05,135,6198.05,80.84,1.8,82.64,67.03,4,0.41,75,1
2546,21,3.38,0.67,1638.85,220,1858.85,78.04,10.48,88.52,70.2,4,0.52,21,1
2548,7,1.43,0.57,338.6,15,353.6,48.37,2.14,50.51,,4,0.14,7,0
2550,30,3.27,0.63,2573.45,125,2698.45,85.78,4.17,89.95,58.2,4,0.4,30,1
2551,14,2.14,0.5,683.45,10,693.45,48.82,0.71,49.53,64,4,0.21,14,0
2556,2,1,0.5,150,50,200,75,25,100,62,4,0.5,2,1
2557,2,5.5,1,278.65,0,278.65,139.33,0,139.33,41,4,1,2,1
2558,13,4.85,0.69,977,0,977,75.15,0,75.15,52.71,4,0.46,13,1
2560,89,3.29,0.62,6299.35,508,6807.35,70.78,5.71,76.49,60.17,4,0.45,89,1
2564,18,3.11,0.61,1525.2,100,1625.2,84.73,5.56,90.29,61.13,4,0.5,18,1
2565,14,3.5,0.64,1163.4,0,1163.4,83.1,0,83.1,57.44,4,0.29,14,1
2566,31,1.45,0.55,3427,15,3442,110.55,0.48,111.03,52.71,4,0.48,31,1
2567,45,2.76,0.76,3553.8,100,3653.8,78.97,2.22,81.2,54.26,4,0.47,45,1
2568,1,9,1,160,0,160,160,0,160,,4,1,1,1
2569,3,1,0,308,46,354,102.67,15.33,118,61.33,4,0.67,3,1
2570,45,2.53,0.6,4030.15,366,4396.15,89.56,8.13,97.69,66.36,4,0.51,45,1
2571,16,3.81,0.69,1962.3,10,1972.3,122.64,0.63,123.27,68.33,4,0.69,16,1
2572,6,1.33,0.83,624,0,624,104,0,104,44,4,0.83,6,1
2573,8,1,0.63,1018.55,50,1068.55,127.32,6.25,133.57,69,4,0.63,8,1
2574,4,1.25,0.75,199.2,50,249.2,49.8,12.5,62.3,41.33,4,0.25,4,0
2575,31,3.71,0.68,2471.8,644,3115.8,79.74,20.77,100.51,66.72,4,0.52,31,1
2576,38,3.24,0.63,4996.9,250,5246.9,131.5,6.58,138.08,72.12,4,0.76,38,1
2577,27,2.48,0.7,2656.35,150,2806.35,98.38,5.56,103.94,62.23,4,0.67,27,1
2578,14,3.07,0.57,1261.6,55,1316.6,90.11,3.93,94.04,66,4,0.57,14,1
2579,2,1,0,235,0,235,117.5,0,117.5,66,4,0.5,2,1
2580,60,3.7,0.7,5149.95,95,5244.95,85.83,1.58,87.42,63.18,4,0.53,60,1
2582,25,3.36,0.64,2114.9,80,2194.9,84.6,3.2,87.8,69.88,4,0.52,25,1
2583,9,2.89,0.56,805.6,0,805.6,89.51,0,89.51,70.75,4,0.67,9,1
2590,25,1.32,0.4,2867.8,75,2942.8,114.71,3,117.71,71.67,4,0.44,25,1
2594,24,3.17,0.58,1794,165,1959,74.75,6.88,81.63,64.91,4,0.54,24,1
2600,50,1.18,0.48,7447.15,243.4,7690.55,148.94,4.87,153.81,69.07,4,0.74,50,1
2601,2,1,1,300,0,300,150,0,150,67,4,1,2,1
2602,122,1.24,0.48,13120.95,685.5,13806.45,107.55,5.62,113.17,65.52,4,0.59,122,1
2603,34,1.09,0.47,4390.75,180,4570.75,129.14,5.29,134.43,59.18,4,0.74,34,1
2604,34,1.06,0.5,3628.55,400,4028.55,106.72,11.76,118.49,67.38,4,0.65,34,1
2605,76,1.2,0.38,8553.7,439,8992.7,112.55,5.78,118.33,63.88,4,0.66,76,1
2606,42,1.21,0.43,3745.55,279,4024.55,89.18,6.64,95.82,62.32,4,0.48,42,1
2607,83,1.24,0.47,8165.55,370,8535.55,98.38,4.46,102.84,62.83,4,0.65,83,1
2608,1,1,1,120,0,120,120,0,120,,4,1,1,1
2611,126,1.42,0.48,12460.4,514.5,12974.9,98.89,4.08,102.98,61.18,4,0.59,126,1
2612,36,1.33,0.53,3881.95,155,4036.95,107.83,4.31,112.14,65.63,4,0.67,36,1
2614,96,1.16,0.47,11042.45,495,11537.45,115.03,5.16,120.18,66.62,4,0.75,96,1
2615,161,1.47,0.44,14556.6,572,15128.6,90.41,3.55,93.97,61.48,4,0.54,161,1
2617,110,1.35,0.43,10404.15,445,10849.15,94.58,4.05,98.63,63.53,4,0.56,110,1
2618,4,1.25,1,515.6,15,530.6,128.9,3.75,132.65,81,4,1,4,1
2619,24,4.5,0.75,2176.2,300,2476.2,90.68,12.5,103.18,58.12,4,0.63,24,1
2620,61,2.44,0.54,5795.9,257,6052.9,95.01,4.21,99.23,61.21,4,0.52,61,1
2621,13,1.46,0.85,1342.5,0,1342.5,103.27,0,103.27,60.56,4,0.46,13,1
2627,5,3,0.8,312.05,0,312.05,62.41,0,62.41,68.67,4,0.4,5,0
2630,29,2.72,0.55,2212.8,328,2540.8,76.3,11.31,87.61,60.24,4,0.45,29,1
2640,100,2.67,0.51,9440.75,570,10010.75,94.41,5.7,100.11,63.4,4,0.49,100,1
2641,43,3.09,0.6,2872.95,100,2972.95,66.81,2.33,69.14,61.67,4,0.4,43,0
2643,7,1,0.29,481.1,50,531.1,68.73,7.14,75.87,66.5,4,0.43,7,1
2646,22,2.14,0.68,1832.6,0,1832.6,83.3,0,83.3,68.57,4,0.5,22,1
2647,9,1,0.89,527.95,75,602.95,58.66,8.33,66.99,65.38,4,0.22,9,0
2648,2,5,0.5,183,0,183,91.5,0,91.5,,4,0.5,2,1
2650,133,2.5,0.53,13034.9,485,13519.9,98.01,3.65,101.65,65.72,4,0.51,133,1
2651,3,1,0.33,170.3,0,170.3,56.77,0,56.77,39,4,0.33,3,0
2653,1,9,1,40,0,40,40,0,40,,4,0,1,0
2663,14,2.79,0.43,1192.5,0,1192.5,85.18,0,85.18,62.75,4,0.64,14,1
2666,22,1.59,0.5,1926.85,106,2032.85,87.58,4.82,92.4,68.3,4,0.45,22,1
2668,1,1,1,40,0,40,40,0,40,63,4,0,1,0
2671,10,2,0.5,1184,0,1184,118.4,0,118.4,62,4,0.7,10,1
2680,45,2.49,0.6,4052.35,50,4102.35,90.05,1.11,91.16,65.84,4,0.44,45,1
2700,17,2.35,0.53,1230.45,85,1315.45,72.38,5,77.38,59.13,4,0.35,17,1
2705,20,3.4,0.8,1835.05,20,1855.05,91.75,1,92.75,62.17,4,0.5,20,1
2710,37,1.95,0.51,2836.75,200,3036.75,76.67,5.41,82.07,65.12,4,0.49,37,1
2711,5,1.2,0.8,321,30,351,64.2,6,70.2,54.5,4,0.6,5,0
2713,3,1.33,1,228.65,0,228.65,76.22,0,76.22,75,4,0.33,3,1
2714,4,1,0.5,624.75,0,624.75,156.19,0,156.19,69,4,0.5,4,1
2720,22,3.14,0.5,1989.75,123.95,2113.7,90.44,5.63,96.08,59.31,4,0.41,22,1
2722,4,4,0.75,612.7,50,662.7,153.18,12.5,165.68,69,4,0.75,4,1
2729,2,5,0.5,135,0,135,67.5,0,67.5,56.5,4,0,2,0
2731,21,1.67,0.81,2232.3,40,2272.3,106.3,1.9,108.2,73.8,4,0.57,21,1
2732,9,1.11,0.56,878.2,0,878.2,97.58,0,97.58,56,4,0.67,9,1
2738,1,1,1,39.9,0,39.9,39.9,0,39.9,72,4,0,1,0
2739,4,1,0.75,159.05,0,159.05,39.76,0,39.76,56.5,4,0,4,0
2745,41,4.05,0.76,2678.2,140,2818.2,65.32,3.41,68.74,57.29,4,0.32,41,0
2747,40,3.18,0.63,3488.1,10,3498.1,87.2,0.25,87.45,58,4,0.38,40,1
2748,1,1,1,200,0,200,200,0,200,,4,1,1,1
2749,24,4.42,0.75,1643.25,240,1883.25,68.47,10,78.47,52.69,4,0.46,24,1
2750,56,3.64,0.59,5089.65,290,5379.65,90.89,5.18,96.07,64.07,4,0.57,56,1
2751,1,1,1,138,0,138,138,0,138,75,4,1,1,1
2752,3,4,0.67,235,0,235,78.33,0,78.33,,4,0.33,3,1
2753,21,3.05,0.52,2207.85,50,2257.85,105.14,2.38,107.52,66.56,4,0.57,21,1
2754,13,2.38,0.54,831.85,70,901.85,63.99,5.38,69.37,69.57,4,0.38,13,0
2756,53,2.89,0.55,4466.2,162,4628.2,84.27,3.06,87.32,63.69,4,0.43,53,1
2757,1,1,0,152.4,0,152.4,152.4,0,152.4,,4,1,1,1
2758,13,3.15,0.69,1071.5,20,1091.5,82.42,1.54,83.96,64.2,4,0.38,13,1
2759,33,4.15,0.73,1881.15,50,1931.15,57,1.52,58.52,52.38,4,0.27,33,0
2760,22,3.41,0.73,1848.15,0,1848.15,84.01,0,84.01,58.33,4,0.45,22,1
2761,14,2.57,0.86,1401.45,110,1511.45,100.1,7.86,107.96,69.57,4,0.64,14,1
2762,4,9.75,1,294.7,0,294.7,73.68,0,73.68,,4,0.25,4,0
2763,26,3.88,0.54,2129.85,70,2199.85,81.92,2.69,84.61,60,4,0.5,26,1
2765,12,1.17,0.5,996.25,0,996.25,83.02,0,83.02,64,4,0.58,12,1
2766,13,2.92,0.62,1337.85,0,1337.85,102.91,0,102.91,63,4,0.62,13,1
2767,29,3.41,0.45,2941.05,200,3141.05,101.42,6.9,108.31,60.83,4,0.52,29,1
2768,40,4,0.55,2467.65,70,2537.65,61.69,1.75,63.44,47.57,4,0.38,40,0
2769,3,1,0.67,93.25,100,193.25,31.08,33.33,64.42,62,4,0.33,3,0
2770,34,2.62,0.71,1856.15,75,1931.15,54.59,2.21,56.8,62.31,4,0.29,34,0
2773,28,2.43,0.68,2636.55,220,2856.55,94.16,7.86,102.02,62.91,4,0.68,28,1
2774,43,3.28,0.6,4359.75,180,4539.75,101.39,4.19,105.58,62.53,4,0.6,43,1
2775,4,7,1,297.15,50,347.15,74.29,12.5,86.79,65.5,4,0.25,4,1
2776,11,3.55,0.64,1003.65,0,1003.65,91.24,0,91.24,62.88,4,0.55,11,1
2777,72,2.92,0.74,7196.75,203.85,7400.6,99.95,2.83,102.79,62.67,4,0.58,72,1
2778,8,3.38,0.75,1066.5,0,1066.5,133.31,0,133.31,55.5,4,0.75,8,1
2779,19,1.16,0.53,2071.75,222,2293.75,109.04,11.68,120.72,67.78,4,0.79,19,1
2780,40,3.6,0.65,3091.05,0,3091.05,77.28,0,77.28,60.71,4,0.43,40,1
2782,20,5.6,0.75,1799.75,130,1929.75,89.99,6.5,96.49,64,4,0.35,20,1
2783,6,2.5,0.67,400,15,415,66.67,2.5,69.17,67,4,0.17,6,0
2784,7,2.71,0.57,794.2,0,794.2,113.46,0,113.46,59.5,4,0.57,7,1
2785,20,3.3,0.95,1385.2,65,1450.2,69.26,3.25,72.51,68,4,0.35,20,0
2786,4,2,0.25,273.85,0,273.85,68.46,0,68.46,74.33,4,0.5,4,0
2787,10,4.4,0.7,728.55,350,1078.55,72.86,35,107.86,65.5,4,0.5,10,1
2790,39,1.9,0.62,3217.3,135,3352.3,82.49,3.46,85.96,62.1,4,0.46,39,1
2794,33,3.27,0.45,2661.95,25,2686.95,80.67,0.76,81.42,60.53,4,0.45,33,1
2795,87,3.61,0.69,7478.85,470,7948.85,85.96,5.4,91.37,63.32,4,0.49,87,1
2799,8,3.88,0.38,517.85,0,517.85,64.73,0,64.73,63.6,4,0.38,8,0
2800,90,2.6,0.64,7683.7,185,7868.7,85.37,2.06,87.43,63.92,4,0.47,90,1
2804,4,3.5,0.75,496.1,0,496.1,124.03,0,124.03,73.67,4,0.75,4,1
2806,1,1,0,75.2,0,75.2,75.2,0,75.2,,4,1,1,1
2810,5,2.8,0.8,477.35,0,477.35,95.47,0,95.47,78,4,0.6,5,1
2820,10,1.1,0.6,673.5,75,748.5,67.35,7.5,74.85,65.67,4,0.2,10,0
2821,16,3.06,0.56,1637.3,120,1757.3,102.33,7.5,109.83,73.56,4,0.44,16,1
2825,4,3.5,1,233,25,258,58.25,6.25,64.5,79.5,4,0.5,4,0
2827,10,1.3,0.1,900.85,0,900.85,90.09,0,90.09,74,4,0.6,10,1
2829,1,1,1,100,0,100,100,0,100,,4,1,1,1
2830,76,2.41,0.41,5986.4,607,6593.4,78.77,7.99,86.76,67.61,4,0.5,76,1
2835,8,4.5,0.63,700,35,735,87.5,4.38,91.88,68,4,0.63,8,1
2840,2,10,1,81,0,81,40.5,0,40.5,45,4,0,2,0
2850,27,1.93,0.52,2774.4,50,2824.4,102.76,1.85,104.61,66.73,4,0.56,27,1
2870,28,2.82,0.68,1832.5,150,1982.5,65.45,5.36,70.8,64.15,4,0.36,28,0
2871,30,2.33,0.43,2965.55,25,2990.55,98.85,0.83,99.69,61.8,4,0.47,30,1
2874,1,9,1,50,0,50,50,0,50,,4,0,1,0
2877,8,2.5,0.5,835.85,0,835.85,104.48,0,104.48,73.83,4,0.63,8,1
2880,45,2.42,0.6,2662.9,330,2992.9,59.18,7.33,66.51,64.16,4,0.31,45,0
2900,3,1,0.33,150,30,180,50,10,60,72,4,0,3,0
2902,80,1.41,0.48,8336.8,269,8605.8,104.21,3.36,107.57,62.45,4,0.63,80,1
2903,45,1.18,0.42,4038.3,219,4257.3,89.74,4.87,94.61,66.8,4,0.64,45,1
2904,58,1.4,0.4,6346.7,55,6401.7,109.43,0.95,110.37,63.5,4,0.67,58,1
2905,112,1.46,0.55,9830.3,425.05,10255.35,87.77,3.8,91.57,59.87,4,0.47,112,1
2906,73,1.36,0.6,5444.7,190,5634.7,74.58,2.6,77.19,54.74,4,0.42,73,1
2912,8,1.63,0.38,621.4,350,971.4,77.68,43.75,121.43,49,4,0.63,8,1
2913,79,1.23,0.59,6612.6,192,6804.6,83.7,2.43,86.13,56.64,4,0.44,79,1
2914,24,1.38,0.5,2180.25,20,2200.25,90.84,0.83,91.68,55.75,4,0.42,24,1
3000,4,1,0.75,264,0,264,66,0,66,49,4,0.25,4,0
3001,2,2.5,1,271,0,271,135.5,0,135.5,69.5,4,1,2,1
3002,6,1.33,0.33,627,20,647,104.5,3.33,107.83,70.2,4,0.5,6,1
3003,2,1,1,250,0,250,125,0,125,,4,1,2,1
3006,2,1,1,0,70,70,0,35,35,52.5,4,0,2,0
3008,1,1,1,52.5,0,52.5,52.5,0,52.5,69,4,0,1,0
3011,11,1.36,0.64,827.65,90,917.65,75.24,8.18,83.42,58.29,4,0.55,11,1
3012,13,1.38,0.85,856.8,30,886.8,65.91,2.31,68.22,62.17,4,0.31,13,0
3013,13,1,0.62,807.8,90,897.8,62.14,6.92,69.06,54.38,4,0.31,13,0
3015,15,1.6,0.73,1254.55,60,1314.55,83.64,4,87.64,66,4,0.53,15,1
3016,28,1.25,0.57,1887.15,1156,3043.15,67.4,41.29,108.68,59.79,4,0.46,28,1
3018,9,1,0.67,715.7,0,715.7,79.52,0,79.52,68.75,4,0.44,9,1
3019,6,1.17,0.67,474.7,30,504.7,79.12,5,84.12,62.4,4,0.33,6,1
3020,25,1.2,0.8,1338.05,40,1378.05,53.52,1.6,55.12,55.23,4,0.28,25,0
3021,23,1.57,0.7,1363.3,90,1453.3,59.27,3.91,63.19,62.93,4,0.26,23,0
3022,3,1,0.67,103.35,50,153.35,34.45,16.67,51.12,63.67,4,0,3,0
3023,33,1.21,0.88,1625.92,190,1815.92,49.27,5.76,55.03,47.1,4,0.24,33,0
3024,14,1.21,0.64,1014.5,30,1044.5,72.46,2.14,74.61,60.5,4,0.36,14,0
3025,13,1.15,0.54,828.7,10,838.7,63.75,0.77,64.52,57.5,4,0.46,13,0
3027,2,1.5,1,237,0,237,118.5,0,118.5,53.5,4,1,2,1
3028,21,1.38,0.86,911.3,65,976.3,43.4,3.1,46.49,63.57,4,0.14,21,0
3029,41,1.24,0.83,2229.95,80,2309.95,54.39,1.95,56.34,55.88,4,0.17,41,0
3030,56,1.21,0.82,4215.08,330,4545.08,75.27,5.89,81.16,57.71,4,0.43,56,1
3031,10,1.4,1,630.5,25,655.5,63.05,2.5,65.55,58,4,0.3,10,0
3032,14,1.21,0.86,834.45,40,874.45,59.6,2.86,62.46,64.7,4,0.43,14,0
3033,17,1.06,0.65,1409.75,30,1439.75,82.93,1.76,84.69,60.9,4,0.53,17,1
3034,9,1,0.56,711.75,0,711.75,79.08,0,79.08,56.75,4,0.44,9,1
3036,8,1,0.75,506,105,611,63.25,13.13,76.38,61.5,4,0.63,8,1
3037,42,1.12,0.69,1839.95,235,2074.95,43.81,5.6,49.4,56.09,4,0.19,42,0
3038,23,1.35,0.7,1105.15,195,1300.15,48.05,8.48,56.53,50.4,4,0.26,23,0
3039,14,1.14,0.71,1222.65,100,1322.65,87.33,7.14,94.48,72.4,4,0.36,14,1
3040,27,1.15,0.59,2241.85,0,2241.85,83.03,0,83.03,63.71,4,0.48,27,1
3041,22,1.14,0.59,1462.95,70,1532.95,66.5,3.18,69.68,60.08,4,0.36,22,0
3042,19,2.11,0.74,1140.05,150,1290.05,60,7.89,67.9,63.83,4,0.32,19,0
3043,16,1.63,0.75,1084.15,90,1174.15,67.76,5.63,73.38,62.55,4,0.25,16,0
3044,34,1.29,0.62,1971.3,100,2071.3,57.98,2.94,60.92,64.38,4,0.29,34,0
3046,24,1.25,0.75,1608,150,1758,67,6.25,73.25,71,4,0.46,24,0
3047,5,1.4,0.8,272,0,272,54.4,0,54.4,49,4,0.4,5,0
3048,9,1.22,0.67,515.7,20,535.7,57.3,2.22,59.52,22.67,4,0.22,9,0
3049,8,1.5,0.88,438,25,463,54.75,3.13,57.88,62.6,4,0.25,8,0
3051,1,1,1,20.9,0,20.9,20.9,0,20.9,19,4,0,1,0
3052,4,1.5,0.75,306.3,110,416.3,76.58,27.5,104.08,74,4,0.75,4,1
3053,4,1.5,0.75,245,10,255,61.25,2.5,63.75,66.33,4,0.25,4,0
3054,6,1.67,0.83,500.25,150,650.25,83.38,25,108.38,74.5,4,0.67,6,1
3055,17,1,0.88,1346.4,135,1481.4,79.2,7.94,87.14,60.22,4,0.35,17,1
3056,15,1,0.67,1028.05,155,1183.05,68.54,10.33,78.87,60.38,4,0.47,15,1
3057,4,1,0.5,255,16,271,63.75,4,67.75,42,4,0.75,4,0
3058,36,1.14,0.72,2387.35,342,2729.35,66.32,9.5,75.82,56.43,4,0.39,36,1
3059,16,1,0.63,550.3,55,605.3,34.39,3.44,37.83,52,4,0.06,16,0
3060,11,1.27,0.64,479.2,70,549.2,43.56,6.36,49.93,46.25,4,0.27,11,0
3061,5,2,0.8,271,0,271,54.2,0,54.2,65.67,4,0.2,5,0
3064,30,1.3,0.9,1677.15,100,1777.15,55.91,3.33,59.24,55.3,4,0.23,30,0
3065,7,1.29,1,974,0,974,139.14,0,139.14,59.5,4,0.43,7,1
3067,1,1,1,21,0,21,21,0,21,,4,0,1,0
3068,14,1.36,0.86,1334.9,23,1357.9,95.35,1.64,96.99,61,4,0.64,14,1
3070,14,1.14,0.79,1021.2,70,1091.2,72.94,5,77.94,59.22,4,0.29,14,1
3071,8,1.38,0.63,491.25,0,491.25,61.41,0,61.41,54.67,4,0.38,8,0
3072,37,1.35,0.62,2501.5,19,2520.5,67.61,0.51,68.12,58.1,4,0.35,37,0
3073,42,1.12,0.79,3218.45,95,3313.45,76.63,2.26,78.89,58.13,4,0.29,42,1
3074,14,1.29,0.71,1086.35,25,1111.35,77.6,1.79,79.38,62.44,4,0.43,14,1
3075,6,1.5,1,289.15,0,289.15,48.19,0,48.19,69.83,4,0.17,6,0
3076,12,1.33,0.92,929.7,0,929.7,77.48,0,77.48,59.56,4,0.42,12,1
3078,15,1.47,0.67,1509.9,0,1509.9,100.66,0,100.66,62.25,4,0.53,15,1
3079,42,1.14,0.69,3562.8,70,3632.8,84.83,1.67,86.5,61.8,4,0.52,42,1
3081,15,1.27,0.6,790.8,22,812.8,52.72,1.47,54.19,63,4,0.2,15,0
3082,21,1.29,0.9,1165.8,0,1165.8,55.51,0,55.51,50.85,4,0.14,21,0
3083,33,1.33,0.73,1726.35,80,1806.35,52.31,2.42,54.74,57.11,4,0.15,33,0
3084,52,1.46,0.65,3637.6,180,3817.6,69.95,3.46,73.42,60.68,4,0.4,52,0
